StateID;StationID;CurrentRule;LocalAveProcTime;LocalAveRemainingProcTime;LocalAveLeadTime;LocalAveSlackTime;LocalAveCriticalRatio;GlobalAveRemainingProcTime;GlobalAveLeadTime;GlobalAveSlackTime;Op2Rule;Op3Rule;GlobalObjExitLeadtime;nor_LeadTime;GlobalObjExitTardiness
1;3;3;1667.8378;8339.189;655.6208;42755.1902;18.4033;6617.2075;485.645;31397.1475;3;3;291.387;20862.483;-20708.613
2;2;3;1964.0983;9820.4915;3543.8452;44135.6633;18.8727;6558.1434;2362.5635;29579.2931;3;1;291.387;20862.483;-20708.613
3;3;1;1638.4939;8015.2772;4373.272;39361.4508;17.1814;6285.1844;3180.3967;28951.0856;4;1;1117.5317;20036.3383;-21882.4683
4;2;4;1921.1851;9444.7295;7626.0312;40429.2392;17.5841;6217.148;5024.9567;27174.562;4;1;1117.5317;20036.3383;-21882.4683
5;3;1;1645.011;7843.7534;7929.9316;35976.3151;15.9204;5987.8276;5687.8588;26657.6469;3;1;1919.8258;19234.0442;-21746.8408
6;2;3;1794.1098;8734.3529;11490.3457;37025.3015;16.8143;5920.4692;7592.194;24820.6701;3;0;1919.8258;19234.0442;-21746.8408
7;3;0;1657.5597;7704.4216;11341.4108;32704.1676;14.6941;5704.5915;8020.4215;24524.987;3;0;2700.0261;18453.8439;-21299.9739
8;2;3;1669.7616;8037.6121;15096.0073;33866.3806;16.0288;5638.1421;10055.7105;22556.1474;3;4;2700.0261;18453.8439;-21299.9739
9;3;4;1674.3518;7589.034;14627.4197;29533.5463;13.5;5433.882;10193.5938;22539.1909;1;4;3460.236;17693.634;-20739.764
10;2;1;1552.4318;7375.9627;18359.228;31014.8094;15.2593;5369.7721;12359.2005;20437.6941;1;0;3460.236;17693.634;-20739.764
11;3;0;1662.5724;7541.9163;18301.3871;25906.6966;12.1293;5139.122;12590.0328;20270.8452;3;0;4239.1883;16914.6817;-20094.145
12;2;3;1449.9677;6788.6423;21125.7845;28585.5732;14.5674;5079.9673;14400.37;18519.6627;3;2;4239.1883;16914.6817;-20094.145
13;3;2;1637.9611;7443.4713;21938.7431;22367.7856;10.7917;5151.3878;14900.1976;17948.4146;1;2;5026.526;16127.344;-19402.0454
14;2;1;1339.1037;6194.4251;23165.9566;26639.6183;14.7842;5101.134;16026.3483;16872.5176;1;3;5026.526;16127.344;-19402.0454
15;3;3;1589.3743;7249.1241;25527.01;18973.8659;9.5138;5035.8284;17103.1694;15861.0023;1;3;5816.3775;15337.4925;-18683.6225
16;2;1;1390.3996;6399.6088;25237.3604;24363.0308;13.4078;4982.0963;17720.6265;15297.2772;1;1;5816.3775;15337.4925;-18683.6225
17;3;1;1558.2406;6963.393;28988.9478;15797.6592;8.3334;4796.392;19158.2995;13961.9752;2;1;6601.6663;14552.2037;-17953.8892
18;2;2;1340.7011;6200.8147;29274.7096;20524.4757;11.6399;4725.5613;20044.5858;13146.5196;2;1;6601.6663;14552.2037;-17953.8892
19;2;1;1340.7011;6125.8147;29246.905;20627.2803;11.6871;4987.9505;21069.5858;12900.7971;1;1;6601.6663;14552.2037;-17953.8892
20;3;1;1668.2686;7191.0128;32818.7435;14615.2437;7.7986;4751.3317;20965.4978;12199.8372;3;1;7371.8686;13782.0014;-17228.1314
21;2;3;1265.7011;5750.8147;28919.9364;18454.2489;10.6486;4726.3317;21485.5962;11704.7387;3;3;7371.8686;13782.0014;-17228.1314
22;2;4;1378.1347;6125.5488;28667.9678;18581.4834;10.1435;4926.3799;22498.1184;11533.8351;4;3;7371.8686;13782.0014;-17228.1314
23;3;3;1641.0763;7082.2438;38150.5498;12017.2064;7.0364;4690.1235;22706.5939;10519.9493;3;3;8130.9013;13022.9687;-16505.4624
24;2;3;1303.1347;5750.5488;28115.9993;16633.452;9.1925;4665.1235;22864.1289;10387.4143;3;0;8130.9013;13022.9687;-16505.4624
25;3;0;1565.315;6779.1984;41165.7769;9055.0248;5.9249;4580.7639;24051.8149;10075.7546;3;0;8863.936;12289.934;-15802.7307
26;2;3;1437.5208;6213.0932;28831.6263;18330.2804;10.4568;4555.7639;24051.8149;10100.7546;3;1;8863.936;12289.934;-15802.7307
27;3;1;1565.315;6704.1984;42665.7769;7630.0248;5.36;4750.0119;24360.5521;9681.1027;1;1;9530.35;11623.52;-15008.1115
28;2;1;1437.5208;6138.0932;28182.8381;19054.0686;10.699;4725.0119;24360.5521;9706.1027;1;3;9530.35;11623.52;-15008.1115
29;3;3;1565.315;6629.1984;44165.7769;6205.0248;4.7825;4600.0119;24630.2472;8603.0743;1;3;10144.4192;11009.4508;-14284.1522
30;2;1;1362.5208;5763.0932;27341.9233;17394.9834;9.8108;4575.0119;24630.2472;8628.0743;1;4;10144.4192;11009.4508;-14284.1522
31;3;4;1565.315;6554.1984;45665.7769;4780.0248;4.1926;4450.0119;24849.9423;7575.0459;3;4;10716.6125;10437.2575;-13616.7209
32;2;3;1287.5208;5388.0932;26351.0085;15885.8982;8.9727;4425.0119;24849.9423;7600.0459;3;3;10716.6125;10437.2575;-13616.7209
33;3;3;1565.315;6479.1984;47165.7769;3355.0248;3.5902;4520.4424;25039.8299;7398.061;1;3;11254.7816;9899.0884;-12995.2184
34;2;1;1450.1686;5994.7834;25477.2203;16652.9962;8.6509;4505.8087;25039.8299;7412.6947;1;2;11254.7816;9899.0884;-12995.2184
35;3;2;1571.5261;6466.3532;47919.5736;2614.0732;3.2734;4442.9923;24711.9296;6928.4114;1;2;11747.3731;9406.4969;-12311.4504
36;2;1;1409.1752;5789.8167;23717.199;15992.9843;8.2184;4429.3279;24753.774;6900.2315;1;4;11747.3731;9406.4969;-12311.4504
37;3;4;1574.8412;6441.9355;48673.1381;1884.9265;2.9597;4366.5308;24358.7595;6483.043;4;4;12201.9781;8951.8919;-11686.9108
38;2;4;1368.457;5586.2258;21871.0635;15417.7107;7.8372;4352.9581;24436.9954;6418.3798;4;3;12201.9781;8951.8919;-11686.9108
39;3;3;1571.6584;6429.2041;49551.1582;1019.6377;2.5796;4302.2711;24057.2369;6848.8253;2;3;12627.2145;8526.6555;-11109.6276
40;2;2;1503.1198;6085.9715;20099.3063;17189.7222;8.0448;4289.3027;24073.8593;6845.1713;2;0;12627.2145;8526.6555;-11109.6276
41;3;0;1576.2511;6413.2621;50237.4116;349.3264;2.2808;4343.9742;23624.3174;7323.3752;4;0;13023.6524;8130.2176;-10576.3476
42;2;4;1504.7745;6054.8227;18136.9142;19183.263;9.8157;4331.385;23683.5498;7276.7318;4;2;13023.6524;8130.2176;-10576.3476
43;3;2;1573.0253;6400.3588;51057.2784;-457.6373;1.9167;4276.7272;23259.7386;6880.2008;3;2;13397.9508;7755.9192;-10078.2396
44;2;3;1469.0497;5876.1987;16069.285;18804.5163;9.5706;4264.8189;23259.7386;6892.1091;3;2;13397.9508;7755.9192;-10078.2396
45;3;2;1568.0319;6380.3854;51871.6418;-1252.0273;1.5487;4259.5227;22867.2476;7289.8963;2;2;13753.0287;7400.8413;-9610.6076
46;2;2;1469.0497;5876.1987;14728.15;20145.6514;10.1323;4234.5227;23278.6295;6903.5144;2;4;13753.0287;7400.8413;-9610.6076
47;3;4;1607.3071;6462.4862;52408.9459;-1621.432;1.4816;4186.8897;22400.3011;6954.4759;1;4;14089.6563;7064.2137;-9171.2133
48;3;1;1569.5395;6311.416;50439.5962;-2126.0122;1.2334;4426.6067;21945.0143;7336.7124;1;1;14410.8207;6743.0493;-8755.8459
49;2;1;1438.4465;5753.786;13516.1242;21230.0898;11.2563;4401.6067;22362.5582;6944.1685;1;3;14410.8207;6743.0493;-8755.8459
50;3;3;1605.6342;6380.7947;50797.4957;-2303.2905;1.31;4349.7329;21477.7078;7005.8926;2;3;14718.7417;6435.1283;-8361.2583
51;3;4;1573.6882;6221.0646;48608.9185;-2579.9831;1.198;4296.4895;20907.9122;6753.9316;2;4;15012.8061;6141.0639;-7987.1939
52;2;2;1363.4465;5453.786;12314.0113;19857.2027;10.5406;4271.4895;21347.2316;6339.6122;2;0;15012.8061;6141.0639;-7987.1939
53;3;0;1573.6882;6071.0646;49375.5416;-3196.6062;1.0057;4146.4895;20776.0616;6077.4489;0;0;15307.3101;5846.5599;-7692.6899
54;3;3;1498.6882;5696.0646;47779.9898;-4101.0544;0.4951;4218.981;20619.179;6245.1734;0;3;15602.2066;5551.6634;-7397.7934
55;2;0;1383.5766;5534.3062;13107.6143;18983.0795;9.8128;4164.7165;21181.6502;5736.9666;0;4;15602.2066;5551.6634;-7397.7934
56;3;4;1586.4817;5884.4452;47689.9788;-3949.424;0.4228;4064.7165;20412.3284;5647.9551;2;4;15897.4551;5256.4149;-7102.5449
57;2;2;1463.6561;5854.6246;11994.6916;20025.6838;9.7349;4113.0233;20973.0745;5997.2356;2;4;15897.4551;5256.4149;-7102.5449
58;3;4;1586.4817;5809.4452;48182.2537;-4366.699;0.3299;4013.0233;20178.7527;5933.2241;2;4;16193.0204;4960.8496;-6806.9796
59;3;3;1511.4817;5509.4452;46286.702;-5046.1472;-0.0544;4061.7318;19931.2746;7006.9937;2;3;16488.8718;4664.9982;-6511.1282
60;3;1;1436.4817;5209.4452;44241.1502;-5575.5955;-0.3762;4206.3214;19660.5217;7216.4902;2;1;16784.9825;4368.8875;-6215.0175
61;2;2;1462.754;5851.016;13366.0165;23907.9675;12.8154;4143.8436;19822.2838;7117.206;2;4;16784.9825;4368.8875;-6215.0175
62;2;3;1422.8566;5691.4264;11638.918;23169.6556;12.3036;4130.5444;20247.856;6704.9329;3;4;16784.9825;4368.8875;-6215.0175
63;3;4;1588.8127;5591.438;46034.6785;-4876.1164;-0.0143;4030.5444;19353.6711;6740.7845;4;4;17081.3289;4072.5411;-5918.6711
64;3;4;1513.8127;5291.438;43839.1267;-5255.5647;-0.3061;3939.3862;19004.0003;7098.2802;4;4;17377.8903;3775.9797;-5622.1097
65;3;2;1438.8127;4991.438;41493.575;-5485.013;-0.5354;3994.4928;18650.7407;8271.4332;4;2;17674.6481;3479.2219;-5325.3519
66;2;4;1447.7113;5790.8452;13695.7763;26263.3785;15.8478;3925.6432;19041.2622;7949.7612;4;0;17674.6481;3479.2219;-5325.3519
67;3;0;1570.3615;5311.0844;40394.7868;-4455.8712;-0.3536;3861.6876;18277.8533;8693.7925;1;0;17971.586;3182.284;-5028.414
68;3;4;1495.3615;5086.0844;38001.4273;-4712.5117;-0.4679;3899.4787;17951.8211;8982.0336;1;4;18230.3776;2923.4924;-4769.6224
69;2;1;1496.015;5984.06;15211.5619;32429.3781;20.9295;3920.2226;18604.038;10059.0728;1;2;18230.3776;2923.4924;-4769.6224
70;3;2;1592.8771;5228.6312;37112.0252;-3715.6564;-0.2703;3795.2226;17552.0816;10277.6958;4;2;18528.6417;2625.2283;-4471.3583
71;2;4;1489.62;5958.48;14555.487;35486.0331;24.5273;3929.037;18228.2098;11301.0865;4;2;18528.6417;2625.2283;-4471.3583
72;3;2;1592.8771;5078.6312;36559.2206;-3012.8517;-0.002;3804.037;17156.5444;11539.4186;0;2;18826.9949;2326.8751;-4173.0051
73;3;0;1517.8771;4703.6312;33688.6689;-2642.3;-0.0767;3779.037;16737.1822;11983.7807;0;0;19125.4304;2028.4396;-3874.5696
74;3;1;1442.8771;4478.6312;31049.4187;-2653.0498;-0.0809;3704.037;16407.4322;11430.1974;0;1;19349.5418;1804.3282;-3650.4582
75;2;0;1391.0519;5564.2077;16649.0987;33536.6935;23.3093;3646.181;16492.0777;11403.408;0;4;19349.5418;1804.3282;-3650.4582
76;3;4;1541.4451;4624.3353;29519.0817;-1018.417;0.3175;3621.181;15923.0166;11997.4691;0;4;19649.8959;1503.9741;-3350.1041
77;3;0;1501.5477;4504.6432;26897.5588;-902.202;0.5996;3581.2836;15341.7565;11743.6265;0;0;19762.2973;1391.5727;-3191.1911
78;3;4;1426.5477;4279.6432;24120.4866;-775.1297;0.7156;3506.2836;14966.0658;11235.9839;0;4;19954.44;1199.43;-3000.1054
79;2;0;1283.1283;5132.5133;19187.2085;31180.2782;21.8809;3445.3091;14973.5187;11289.5055;0;1;19954.44;1199.43;-3000.1054
80;2;2;1283.1283;5132.5133;18832.7499;31534.7368;21.7293;3702.8377;15773.5187;11273.6436;2;1;19954.44;1199.43;-3000.1054
81;3;1;1523.2752;4569.8256;25081.3847;848.7897;1.2996;3541.6416;15261.3691;10905.3227;3;1;20270.4116;883.4584;-2729.5884
82;2;3;1312.5659;5250.2636;20693.8189;29555.9174;19.9751;3500.3116;15995.8051;11087.2166;3;2;20270.4116;883.4584;-2729.5884
83;3;2;1603.3548;4810.0643;23743.4621;2196.4736;1.8815;3535.9378;14867.18;12180.2155;4;2;20449.5627;704.3073;-2550.4373
84;2;4;1318.8168;5275.267;19172.4595;31052.2735;21.124;3523.6476;15202.9157;11856.77;4;3;20449.5627;704.3073;-2550.4373
85;2;2;1232.063;4928.2519;21278.5441;29043.2041;19.9236;3701.2349;16969.4976;10954.2675;2;3;20449.5627;704.3073;-2550.4373
86;3;3;1589.487;4768.4611;26330.8627;2275.6762;1.8808;3488.7428;16045.8517;11048.7389;2;3;20594.3156;559.5544;-2448.2376
87;2;2;1310.9661;5243.8642;20930.6214;29325.5144;19.2432;3537.4418;16655.2863;11348.9386;2;3;20594.3156;559.5544;-2448.2376
88;3;3;1589.487;4768.4611;26115.34;2491.1989;2.1471;3462.4418;15831.7355;11289.156;1;3;20682.9894;470.8806;-2358.6772
89;2;1;1346.5438;5386.1753;19677.818;30686.0067;19.5299;3491.6688;16049.8146;11916.8499;1;2;20682.9894;470.8806;-2358.6772
90;2;4;1342.5676;5370.2705;18563.9289;31815.8005;20.593;3720.3434;16542.5531;12237.1036;4;2;20682.9894;470.8806;-2358.6772
91;3;2;1510.5125;4531.5376;28895.7787;2072.6837;2.3687;3557.5498;16511.9384;11388.8451;4;2;20821.2011;332.6689;-2260.4316
92;3;4;1473.642;4420.9261;26541.3412;1912.7328;2.3455;3520.6793;15985.2196;11077.4344;4;4;20852.2784;301.5916;-2187.7216
93;2;4;1312.2187;5248.8749;21679.869;28821.2561;18.5974;3760.9024;16526.7397;11337.3578;4;0;20852.2784;301.5916;-2187.7216
94;2;0;1237.2187;4948.8749;21247.3858;26678.7393;17.3118;3735.9024;17351.7397;10537.3578;0;0;20852.2784;301.5916;-2187.7216
95;3;0;1545.7257;4637.177;28164.4157;2948.4073;2.4897;3548.4689;16930.2527;10104.6117;4;0;20968.001;185.869;-2110.4303
96;2;4;1162.2187;4648.8749;20776.4339;24574.6911;16.0423;3523.4689;17057.9924;10001.872;4;4;20968.001;185.869;-2110.4303
97;3;4;1545.7257;4637.177;28000.9452;3111.8778;2.6811;3486.7351;16739.5669;11148.6981;1;4;21029.762;124.108;-2047.161
98;2;1;1293.2914;5173.1656;23355.3442;26721.4901;18.5791;3549.0173;17760.0311;11024.285;1;2;21029.762;124.108;-2047.161
99;3;2;1527.1132;4581.3395;27519.2844;3649.3761;2.4451;3413.1177;17573.4774;11180.0716;2;2;21146.838;7.032;-1966.3696
100;3;3;1487.6909;4463.0728;25213.0834;3448.8437;2.3971;3373.6954;17093.8401;10824.1311;2;3;21166.9732;-13.1032;-1907.1008
101;3;2;1443.2941;4329.8823;22992.2064;3177.9113;2.2854;3329.2986;16679.1245;10408.2435;2;2;21176.1908;-22.3208;-1860.1729
102;2;2;1156.4204;4625.6818;27307.7877;23066.5305;16.5866;3258.675;17174.2178;9983.7739;2;4;21176.1908;-22.3208;-1860.1729
103;2;0;1156.8587;4627.4346;25939.4247;24433.1407;17.883;3563.4327;17576.0629;10318.8377;0;4;21176.1908;-22.3208;-1860.1729
104;2;3;1081.8587;4327.4346;25372.5709;22424.9945;16.5718;3538.4327;18401.0629;9518.8377;3;4;21176.1908;-22.3208;-1860.1729
105;3;4;1560.1476;4680.4429;26940.5878;4378.9693;2.7342;3331.8839;17798.913;9285.8698;0;4;21285.2345;-131.3645;-1786.194
106;2;0;1006.8587;4027.4346;24767.3438;20455.2216;15.2767;3306.8839;18080.487;9029.2958;0;4;21285.2345;-131.3645;-1786.194
107;2;1;1166.7577;4667.0307;23420.1765;21662.7928;14.9658;3287.8934;18491.0265;9512.7467;1;4;21285.2345;-131.3645;-1786.194
108;3;4;1597.8035;4793.4104;29113.7322;4717.8574;3.3075;3271.2258;17590.1526;10346.9549;1;4;21342.0958;-188.2258;-1728.0796
109;2;1;1170.4116;4681.6464;21811.1957;23257.1579;16.4755;3260.5612;17821.6728;10126.0994;1;1;21342.0958;-188.2258;-1728.0796
110;2;1;1177.7379;4710.9515;21317.9443;26096.1042;19.1274;3636.5098;18670.5067;10817.9835;1;1;21342.0958;-188.2258;-1728.0796
111;2;0;1141.1113;4564.4451;19765.7197;25169.8352;18.3485;3624.301;19097.817;10402.882;0;1;21342.0958;-188.2258;-1728.0796
112;3;1;1567.8559;4703.5677;34677.4099;4244.0224;3.4426;3450.7329;18424.1325;10208.4679;2;1;21450.3148;-296.4448;-1653.1335
113;2;2;1066.1113;4264.4451;19082.0139;23278.541;17.1252;3425.7329;18810.6653;9846.9352;2;3;21450.3148;-296.4448;-1653.1335
114;3;3;1606.3245;4818.9736;34518.0213;4538.0051;3.7182;3389.2015;17923.6579;9895.474;2;3;21458.7489;-304.8789;-1609.0478
115;2;2;1031.9186;4127.6744;17417.5933;22454.7323;16.395;3377.804;18273.0964;9557.433;2;2;21458.7489;-304.8789;-1609.0478
116;2;2;997.3233;3989.2931;15725.0196;21660.6872;15.6962;3366.2722;18653.6449;9188.4162;2;2;21458.7489;-304.8789;-1609.0478
117;2;2;1139.1605;4556.6418;15063.7529;22004.6053;15.0616;3393.9931;19496.7215;9275.9521;2;2;21458.7489;-304.8789;-1609.0478
118;2;2;1180.1508;4720.6031;13341.624;23812.7729;15.6325;3412.8157;19886.5774;9742.2735;2;2;21458.7489;-304.8789;-1609.0478
119;3;2;1601.1986;4803.5958;43108.9298;3587.4744;3.6328;3229.8921;18861.5389;9908.569;0;2;21546.3587;-392.4887;-1553.6413
120;3;1;1526.1986;4578.5958;41382.5157;2663.8885;2.8219;3498.179;18715.3279;10744.8265;0;1;21596.6038;-442.7338;-1501.7568
121;3;4;1488.5428;4465.6283;39256.88;2277.4917;2.5354;3460.5232;18232.7175;10390.0926;0;4;21605.147;-451.277;-1459.3692
122;3;4;1456.5489;4369.6466;37008.6596;1996.6938;2.3709;3428.5293;17675.2742;10104.5299;0;4;21612.6999;-458.8299;-1419.0461
123;2;0;1096.6874;4386.7495;14467.683;25145.5675;18.3608;3377.1399;17696.9119;10134.2816;0;3;21612.6999;-458.8299;-1419.0461
124;3;3;1535.7171;4607.1514;36585.3446;2432.504;2.2234;3302.1399;17463.7634;9484.0968;3;3;21663.693;-509.823;-1367.557
125;3;3;1499.0905;4497.2716;34369.9881;2132.7403;2.0508;3329.6787;16940.8148;10062.8399;3;3;21670.6831;-516.8131;-1329.3169
126;2;3;1156.6363;4626.545;17062.2433;25186.2116;17.6413;3305.5384;17890.616;10012.179;3;2;21670.6831;-516.8131;-1329.3169
127;3;2;1541.5658;4624.6974;34012.7654;2362.5372;1.3821;3239.557;17471.383;11205.7267;1;2;21774.806;-620.936;-1255.497
128;2;1;1190.0779;4760.3118;16452.6349;30662.0533;23.1839;3263.1182;17561.0652;11967.4833;1;3;21774.806;-620.936;-1255.497
129;3;3;1582.3731;4747.1193;33780.5017;2722.3789;1.7915;3228.9255;16921.3292;11766.4119;0;3;21789.2001;-635.3301;-1210.7999
130;2;0;1182.8257;4731.3027;15124.6275;32019.0698;24.5651;3269.5825;17114.6208;12407.4634;0;4;21789.2001;-635.3301;-1210.7999
131;3;4;1590.8992;4772.6975;33633.6302;2843.6723;2.2043;3234.9872;16375.28;12306.3994;3;4;21803.2182;-649.3482;-1167.3701
132;3;0;1556.8895;4670.6685;31267.5473;2686.7842;2.2339;3533.1371;15820.7278;12729.4685;3;0;21816.762;-662.892;-1125.2669
133;3;2;1481.8895;4445.6685;29069.9145;2234.417;1.9693;3458.1371;15613.1835;12053.6794;3;2;21867.6806;-713.8106;-1075.1765
134;3;1;1406.8895;4220.6685;26833.9084;1820.4232;1.7261;3383.1371;15392.8481;11390.6814;3;1;21913.0379;-759.1679;-1030.624
135;2;3;1006.1808;4024.7231;18480.1772;28870.0997;23.3099;3310.8581;15552.5985;11303.2101;3;3;21913.0379;-759.1679;-1030.624
136;2;2;1138.515;4554.06;17956.2679;29114.6721;22.4447;3482.1964;16370.8901;11355.2468;2;3;21913.0379;-759.1679;-1030.624
137;2;0;1098.0944;4392.3774;16547.7209;28059.9016;21.559;3468.7228;16815.5172;10924.0933;0;3;21913.0379;-759.1679;-1030.624
138;3;3;1577.3935;4732.1805;30601.7367;3041.0828;2.2522;3306.969;15946.8426;10912.855;0;3;22013.2224;-859.3524;-958.9998
139;3;2;1502.3935;4507.1805;28381.7744;2611.0451;1.9694;3303.8791;15695.9826;11166.805;0;2;22061.8043;-907.9343;-910.7985
140;3;4;1427.3935;4282.1805;26086.8121;2256.0074;1.7282;3488.2586;15445.1227;11316.6187;0;4;22109.0731;-955.2031;-863.8999
141;2;0;1149.8604;4599.4418;19301.9767;27973.5815;20.5973;3427.4241;15457.3592;11365.2167;0;3;22109.0731;-955.2031;-863.8999
142;3;3;1534.8972;4604.6917;24763.0033;3507.305;1.9885;3352.4241;15195.1887;10744.0539;1;3;22150.2644;-996.3944;-823.069
143;3;3;1491.7759;4475.3276;22411.8558;3362.8166;1.9794;3309.3027;14698.9486;10408.4153;1;3;22156.2327;-1002.3627;-791.1357
144;2;1;1188.154;4752.6158;22879.9589;27117.4253;19.2254;3611.5364;15631.0396;11174.0906;1;4;22156.2327;-1002.3627;-791.1357
145;2;2;1113.154;4452.6158;22218.1465;25204.2377;17.9193;3586.5364;16431.0396;10399.0906;2;4;22156.2327;-1002.3627;-791.1357
146;3;4;1589.5929;4768.7788;24030.1051;4326.1161;2.1611;3402.0192;15570.5435;10402.4373;0;4;22200.3873;-1046.5173;-773.6387
147;2;0;1074.2993;4297.1973;20682.6126;24270.1901;17.1303;3389.0677;15774.0842;10211.8481;0;4;22200.3873;-1046.5173;-773.6387
148;2;2;1040.0492;4160.1966;19029.9482;23434.8552;16.3867;3377.651;16128.0026;9869.3464;2;4;22200.3873;-1046.5173;-773.6387
149;3;4;1587.6977;4763.0932;26434.9619;4301.9449;2.6571;3302.651;15332.3977;9781.618;0;4;22227.5041;-1073.6341;-746.8549
150;2;0;1003.0796;4012.3183;17461.5442;22526.1375;15.6064;3290.3278;15491.57;9634.7688;0;3;22227.5041;-1073.6341;-746.8549
151;3;3;1584.2467;4752.74;26365.4449;4381.8151;3.025;3491.4095;14817.2462;10274.6776;1;3;22227.2527;-1073.3827;-722.1144
152;3;0;1509.2467;4527.74;24339.49;3757.77;2.596;3416.4095;14591.9279;9616.6626;1;0;22242.0075;-1088.1375;-707.9925
153;2;1;1040.7424;4162.9695;19529.9637;20307.0667;13.9282;3363.3196;15169.6699;9092.0105;1;2;22242.0075;-1088.1375;-707.9925
154;3;2;1514.6134;4543.8402;23722.2774;4358.8824;2.3485;3263.7635;15030.7422;10038.8276;2;2;22286.7986;-1132.9286;-688.51
155;3;4;1475.7588;4427.2763;21512.4256;4060.2981;2.1467;3273.1095;14548.3008;10511.9231;2;4;22272.3014;-1118.4314;-678.9182
156;3;0;1441.5086;4324.5258;19222.279;3828.1952;2.0032;3287.7935;14020.5206;11025.0192;2;0;22257.7096;-1103.8396;-670.0012
157;2;2;1178.6041;4714.4164;22916.284;26869.2996;20.3041;3334.9133;14322.3607;11634.3926;2;0;22257.7096;-1103.8396;-670.0012
158;2;1;1136.4751;4545.9004;21596.1152;25732.9844;19.3811;3320.8703;14757.6937;11213.1026;1;0;22257.7096;-1103.8396;-670.0012
159;2;0;1175.8273;4703.309;20131.9424;27289.7485;19.7332;3408.9877;15131.9089;11709.1034;0;0;22257.7096;-1103.8396;-670.0012
160;2;1;1135.63;4542.5199;18699.2259;26258.2542;18.8948;3395.5886;15560.6799;11293.7315;1;0;22257.7096;-1103.8396;-670.0012
161;3;0;1602.2471;4806.7412;24817.8824;5625.3764;3.256;3241.4204;14566.1418;11400.7711;3;0;22296.7093;-1142.8393;-655.6717
162;3;1;1565.2775;4695.8325;22546.9814;5382.1862;3.1211;3250.4313;14052.0597;11905.8423;3;1;22289.8808;-1136.0108;-639.531
163;2;3;1178.2183;4712.8732;18225.3156;29186.8113;20.6781;3336.2352;14382.9002;12447.5312;3;3;22289.8808;-1136.0108;-639.531
164;2;1;1119.9091;4479.6365;20608.0989;29412.2646;21.406;3429.1174;16264.3562;12306.5265;1;3;22289.8808;-1136.0108;-639.531
165;3;3;1599.0343;4797.1028;24951.4115;5751.4857;2.8965;3317.2464;15281.7401;13317.6802;1;3;22336.4062;-1182.5362;-617.0822
166;3;3;1524.0343;4572.1028;22775.0046;5277.8926;2.5692;3242.2464;15106.2711;12609.8158;1;3;22362.5539;-1208.6839;-591.4691
167;3;4;1488.3864;4465.1593;20526.8977;5007.943;2.3981;3206.5986;14618.3196;12258.4152;1;4;22348.4551;-1194.5851;-583.3631
168;3;2;1446.2574;4338.7723;18301.4734;4734.7543;2.2455;3164.4696;14185.4575;11858.4063;1;2;22335.2558;-1181.3858;-574.8566
169;2;1;1010.6212;4042.4847;23654.1565;26553.3588;19.6129;3103.0403;14410.6755;11694.6176;1;3;22335.2558;-1181.3858;-574.8566
170;3;3;1590.3481;4771.0442;16934.3385;6169.6173;2.6392;3103.7914;13725.3692;12379.1727;1;3;22322.178;-1168.308;-566.7108
171;2;1;1048.0118;4192.0473;22327.862;27980.0908;19.9274;3091.255;13923.8454;12193.233;1;3;22322.178;-1168.308;-566.7108
172;2;2;1054.4854;4217.9415;20695.4258;29586.6327;21.2547;3192.0334;14276.2107;12698.4225;2;3;22322.178;-1168.308;-566.7108
173;2;4;1054.4854;4217.9415;20114.7192;30167.3393;21.126;3476.7652;15086.5893;12644.9788;4;3;22322.178;-1168.308;-566.7108
174;2;0;1014.4586;4057.8343;18763.3861;29053.7796;20.2252;3463.4229;15526.8842;12218.0263;0;3;22322.178;-1168.308;-566.7108
175;3;3;1578.5249;4735.5747;25021.362;5743.0633;3.2896;3265.8681;14820.1381;12080.6605;4;3;22350.9602;-1197.0902;-561.1277
176;2;4;979.7056;3918.8222;17277.0982;28054.0796;19.3608;3254.2837;14868.4351;12043.9478;4;4;22350.9602;-1197.0902;-561.1277
177;2;4;939.5133;3758.0531;15918.0556;26948.8914;18.473;3240.8863;15297.1528;11628.6276;4;4;22350.9602;-1197.0902;-561.1277
178;2;1;905.8514;3623.4056;14304.6107;26071.9837;17.701;3229.6657;15656.2126;11280.7883;1;4;22350.9602;-1197.0902;-561.1277
179;2;1;1070.8214;4283.2855;12906.2513;27310.4632;17.4181;3275.763;16043.7495;11805.4875;1;4;22350.9602;-1197.0902;-561.1277
180;3;4;1506.164;4518.4919;33832.5977;4523.9103;3.414;3149.837;16181.9824;12501.5139;4;4;22370.5347;-1216.6647;-564.2479
181;3;4;1473.0685;4419.2055;31568.7946;4262;3.2358;3116.7416;15636.9862;12204.6056;4;4;22367.431;-1213.561;-546.5475
182;3;0;1435.4591;4306.3774;29330.5762;3988.0465;3.0421;3131.1899;15141.1915;12685.9519;4;0;22364.7774;-1210.9074;-528.8396
183;2;4;1061.1305;4244.5221;16227.4827;31652.9952;22.3788;3176.1389;15452.3843;13288.1435;4;3;22364.7774;-1210.9074;-528.8396
184;3;3;1561.2982;4683.8945;27821.661;5369.4445;3.0227;3101.1389;15007.5574;12849.6371;3;3;22377.5983;-1223.7283;-517.1386
185;2;3;1061.1305;4244.5221;15730.896;32149.5819;22.2898;3176.1389;15318.7501;13421.7776;3;4;22377.5983;-1223.7283;-517.1386
