StateID;StationID;CurrentRule;LocalAveProcTime;LocalAveRemainingProcTime;LocalAveLeadTime;LocalAveSlackTime;LocalAveCriticalRatio;GlobalAveRemainingProcTime;GlobalAveLeadTime;GlobalAveSlackTime;Op2Rule;Op3Rule;GlobalObjExitLeadtime;nor_LeadTime;GlobalObjExitTardiness
3884;3;1;1606.3437;4819.0312;24064.1682;9241.8005;4.6751;2869.5561;12734.0591;8271.3848;1;1;21254.3297;-100.4597;-1713.7937
3885;2;1;860.5247;3442.0988;12456.3136;14976.5876;8.2192;2916.0013;13029.8116;8887.5204;1;1;21254.3297;-100.4597;-1713.7937
3886;3;1;1599.7952;4799.3856;24290.1103;9035.5041;4.796;2872.1615;12289.6715;8796.5004;3;1;21253.493;-99.623;-1713.6191
3887;3;0;1524.7952;4574.3856;22661.8635;8013.7509;4.1328;3106.6114;12054.9515;8880.1037;3;0;21253.2734;-99.4034;-1713.8555
3888;2;3;737.1517;2948.6068;14440.0434;13236.3497;7.6463;3040.4871;13008.4359;7992.7437;3;4;21253.2734;-99.4034;-1713.8555
3889;2;3;699.509;2798.0362;12555.073;12646.8909;7.1279;3027.9395;13322.1248;7691.6023;3;4;21253.2734;-99.4034;-1713.8555
3890;2;2;868.895;3475.5799;10782.6638;14241.7562;7.0703;3075.6215;13585.079;8339.2995;2;4;21253.2734;-99.4034;-1713.8555
3891;3;4;1580.2022;4740.6067;28104.0836;7655.3097;3.8878;2863.7289;13069.1785;8025.426;2;4;21251.7674;-97.8974;-1716.4051
3892;3;0;1543.6296;4630.8887;26033.2288;7210.8825;3.5207;2827.1562;12512.9933;7743.1838;2;0;21251.4653;-97.5953;-1715.6974
3893;3;1;1468.6296;4405.8887;24200.3566;6393.7547;2.9144;2852.1562;12200.9967;8030.1804;2;1;21252.0866;-98.2166;-1715.0929
3894;3;2;1430.0657;4290.1972;22003.2592;6081.5436;2.6809;2894.2347;11635.3478;9428.7509;2;2;21252.1003;-98.2303;-1714.0709
3895;2;2;872.0058;3488.0232;12081.5115;18180.4653;10.4738;2834.1023;11649.6199;9474.6111;2;4;21252.1003;-98.2303;-1714.0709
3896;2;0;873.1387;3492.5548;10280.6157;19976.8295;12.1354;3157.867;11945.8445;9896.2885;0;4;21252.1003;-98.2303;-1714.0709
3897;3;4;1570.9089;4712.7268;23199.8981;7337.3751;3.1075;3082.867;11324.9888;9633.8108;1;4;21252.8787;-99.0087;-1713.3098
3898;3;0;1533.6176;4600.8528;20988.8034;7035.3438;2.8914;3045.5757;10749.5531;9371.5378;1;0;21252.8868;-99.0168;-1712.295
3899;3;2;1495.9749;4487.9248;18743.9306;6768.1447;2.715;3007.933;10164.3804;9119.3532;1;2;21252.8963;-99.0263;-1711.2797
3900;3;0;1464.6909;4394.0727;16404.1872;6576.7401;2.6086;2976.649;9520.0301;8919.9876;1;0;21252.8799;-99.0099;-1710.2915
3901;2;1;672.4687;2689.8749;12064.7103;15870.4148;10.4466;2909.759;9935.1759;8571.7317;1;0;21252.8799;-99.0099;-1710.2915
3902;3;0;1590.3609;4771.0826;14844.0038;8009.9136;2.8821;2828.5222;9115.162;9389.6491;1;0;21253.7834;-99.9134;-1709.4068
3903;2;1;842.5457;3370.183;10631.1272;17123.6898;10.2093;2815.6599;9263.2783;9254.3951;1;4;21253.7834;-99.9134;-1709.4068
3904;3;4;1446.6769;4340.0308;16115.0965;6669.8727;2.6331;2954.6963;9627.1354;8751.5016;3;4;21253.6792;-99.8092;-1710.5518
3905;3;3;1411.2307;4233.6921;13731.9886;6534.3193;2.5909;2919.2501;8986.3663;8552.7169;3;3;21253.8647;-99.9947;-1709.3631
3906;2;3;872.2551;3489.0202;12921.5504;17339.4294;11.0438;2842.5274;9065.512;9425.294;3;3;21253.8647;-99.9947;-1709.3631
3907;2;4;869.2357;3476.9429;11120.6006;19152.4564;12.7934;2878.3818;9352.1485;9977.8031;4;3;21253.8647;-99.9947;-1709.3631
3908;2;0;862.3366;3449.3464;10020.9414;22654.7122;16.7173;2941.1274;9946.5867;11070.6192;0;3;21253.8647;-99.9947;-1709.3631
3909;3;3;1546.6157;4639.8471;17817.4958;7542.6571;3.0815;2867.5224;9587.4999;11419.9776;4;3;21253.9249;-100.0549;-1710.3425
3910;2;4;821.93;3287.7202;9162.4569;23424.8229;18.0129;2842.5224;9694.7135;11337.7641;4;4;21253.9249;-100.0549;-1710.3425
3911;2;0;696.5476;2786.1902;11428.5769;21410.2328;17.0128;3069.9719;11424.2707;10422.424;0;4;21253.9249;-100.0549;-1710.3425
3912;3;4;1603.1822;4809.5466;20106.0993;7959.3541;3.0123;2851.1559;10597.2453;10426.5988;4;4;21253.7988;-99.9288;-1711.5073
3913;3;1;1564.5953;4693.786;17788.7452;7767.4689;2.955;2873.7203;10015.4386;11069.1744;4;1;21254.1459;-100.2759;-1710.158
3914;2;4;813.0937;3252.375;10535.499;22087.126;16.5126;2848.7203;10272.4823;10837.1307;4;2;21254.1459;-100.2759;-1710.158
3915;3;2;1600.8004;4802.4012;17564.8135;8132.7853;3.352;2809.9254;9424.7237;10848.6842;2;2;21254.4935;-100.6235;-1708.8092
3916;2;2;852.6598;3410.639;9588.4381;25500.9229;18.7276;2873.1938;9989.6464;11970.4932;2;0;21254.4935;-100.6235;-1708.8092
3917;3;0;1471.5303;4414.591;19253.2439;6582.1651;2.9453;3020.2199;10348.9611;11464.1523;0;0;21254.3177;-100.4477;-1710.0226
3918;2;0;697.4218;2789.6872;11963.9724;23246.3403;18.6023;2956.3711;10819.7905;11057.1717;0;2;21254.3177;-100.4477;-1710.0226
3919;3;2;1588.0765;4764.2296;17780.8959;7954.8745;3.1826;2881.3711;10077.7355;10915.8934;2;2;21254.7531;-100.8831;-1709.6053
3920;2;2;840.4611;3361.8445;11515.2881;23372.8674;17.7986;2908.6914;10542.1879;11382.4541;2;3;21254.7531;-100.8831;-1709.6053
3921;3;3;1480.0325;4440.0975;19049.5222;6760.3803;2.9997;2988.0491;10873.2276;10972.0566;1;3;21253.8803;-100.0103;-1711.5141
3922;3;3;1405.0325;4215.0975;17057.0712;6102.8312;2.6639;2913.0491;10609.0773;10352.8736;1;3;21254.2291;-100.3591;-1711.1829
3923;2;1;869.8629;3479.4515;14528.0343;23117.5142;16.9316;3166.9167;10730.3566;11019.3934;1;4;21254.2291;-100.3591;-1711.1829
3924;3;4;1548.0718;4644.2155;15521.5729;7459.2116;2.8652;3091.9167;10342.0844;10524.3323;3;4;21254.5775;-100.7075;-1710.8521
3925;2;3;794.8629;3179.4515;13883.7455;21186.8029;15.7099;3066.9167;10461.4323;10429.9843;3;4;21254.5775;-100.7075;-1710.8521
3926;3;4;1548.0718;4644.2155;15284.0889;7696.6956;3.179;2991.9167;10052.934;9955.1492;0;4;21254.9256;-101.0556;-1710.5216
3927;2;0;719.8629;2879.4515;13164.4568;19331.0917;14.5195;2966.9167;10167.5081;9865.5752;0;0;21254.9256;-101.0556;-1710.5216
3928;3;0;1442.6748;4328.0245;16178.2219;6868.7536;3.13;2953.7053;10638.3261;9407.9686;4;0;21254.9579;-101.0879;-1711.5226
3929;2;4;777.8384;3111.3537;15233.7497;17029.8966;12.8174;2896.2249;10689.2529;9414.5222;4;0;21254.9579;-101.0879;-1711.5226
3930;3;0;1416.7429;4250.2288;15973.4821;7151.2891;3.0494;2909.4666;11378.8603;8711.673;4;0;21255.0631;-101.1931;-1712.4496
3931;2;4;850.0642;3400.2569;18180.5896;16919.1535;11.5197;2905.5785;11694.6671;9358.0877;4;2;21255.0631;-101.1931;-1712.4496
3932;2;3;813.4851;3253.9404;16592.4796;16028.5801;10.7222;2893.3855;11999.4932;9065.4547;3;2;21255.0631;-101.1931;-1712.4496
3933;2;4;854.9773;3419.9092;14956.5272;17748.5636;11.1622;2982.2162;12285.618;9648.8324;4;2;21255.0631;-101.1931;-1712.4496
3934;2;4;854.9773;3419.9092;14440.5673;18264.5235;11.1703;2990.0797;12942.5112;9859.0757;4;2;21255.0631;-101.1931;-1712.4496
3935;3;2;1591.5765;4774.7296;21979.4661;8745.8044;4.4043;2836.8149;12228.0926;10560.0925;4;2;21254.8731;-101.0031;-1713.6708
3936;2;4;851.7047;3406.8188;12991.6434;19726.5378;12.6568;2824.1514;12415.4469;10385.4017;4;1;21254.8731;-101.0031;-1713.6708
3937;3;1;1554.5672;4663.7017;22175.0453;8411.2531;4.5266;3037.047;11997.3163;10673.9699;0;1;21255.2918;-101.4218;-1713.268
3938;2;0;730.8437;2923.3748;14681.8982;18019.727;13.0057;2984.9645;12915.9003;9807.4685;0;0;21255.2918;-101.4218;-1713.268
3939;3;0;1502.1511;4506.4532;22833.7928;7909.754;3.7301;2841.3623;13074.8292;9708.8085;2;0;21254.546;-100.676;-1715.0434
3940;2;2;839.2638;3357.0551;16173.6747;18969.2702;12.8483;2892.5641;13445.1212;10245.648;2;1;21254.546;-100.676;-1715.0434
3941;3;1;1573.5457;4720.6372;21814.8814;8964.4814;3.8345;2817.5641;12851.0047;9956.4312;4;1;21254.9969;-101.1269;-1714.6079
3942;2;4;803.4882;3213.9526;14573.0152;18088.0321;12.0579;2805.6389;12856.1463;9963.2148;4;3;21254.9969;-101.1269;-1714.6079
3943;3;3;1575.8135;4727.4406;21699.8511;9072.7083;4.2318;2872.1311;12278.7505;10557.4517;2;3;21254.9755;-101.1055;-1713.6321
3944;2;2;842.0614;3368.2456;13052.9894;19703.7651;12.4546;2859.9888;12310.1627;10538.1818;2;2;21254.9755;-101.1055;-1713.6321
3945;3;2;1575.6612;4726.9835;21619.4087;9153.6077;4.6026;2823.4097;11723.0793;10286.8443;3;2;21254.9665;-101.0965;-1712.6449
3946;2;3;842.0614;3368.2456;12328.6561;20428.0983;12.5629;2898.4097;12097.5075;10795.7495;3;0;21254.9665;-101.0965;-1712.6449
3947;3;0;1575.6612;4726.9835;21522.2686;9250.7479;4.6985;2823.4097;11449.2549;10560.6688;4;0;21255.7001;-101.8301;-1711.9277
3948;2;4;807.4679;3229.8718;10634.7092;19635.419;11.8514;2811.8786;11462.2945;10559.1603;4;0;21255.7001;-101.8301;-1711.9277
3949;2;4;850.7938;3403.1754;8907.6514;21439.1733;12.3706;3085.5248;11745.091;11044.3842;4;0;21255.7001;-101.8301;-1711.9277
3950;3;0;1441.5462;4324.6387;25996.8134;7303.5479;4.0455;2948.3015;12369.8406;10473.5246;3;0;21255.6589;-101.7889;-1712.9963
3951;2;3;856.5017;3426.0067;10585.6136;19738.3797;11.2652;2888.3632;12483.3389;10419.9646;3;2;21255.6589;-101.7889;-1712.9963
3952;3;2;1583.3703;4750.1109;24477.7847;8897.1045;4.3926;2850.3725;11804.1635;10262.1306;2;2;21255.925;-102.055;-1711.7354
3953;3;0;1547.5947;4642.784;22422.6851;8434.5309;4.0003;2855.2237;11275.9282;10785.5148;2;0;21255.3723;-101.5023;-1711.2944
3954;3;2;1511.1679;4533.5037;20338.9726;8002.5237;3.6484;2854.4783;10752.136;11310.0524;2;2;21254.8227;-100.9527;-1710.8512
3955;2;2;814.6392;3258.5569;12846.3414;22645.1017;15.393;3062.5442;11534.6256;11361.1635;2;1;21254.8227;-100.9527;-1710.8512
3956;2;4;775.0732;3100.2928;11196.1661;21828.5411;14.7192;3049.3556;11890.7198;11018.258;4;1;21254.8227;-100.9527;-1710.8512
3957;2;1;738.765;2955.0599;9467.3313;21077.6088;14.0696;3037.2528;12217.4938;10703.5867;1;1;21254.8227;-100.9527;-1710.8512
3958;3;1;1581.0186;4743.0557;24901.8138;8480.1305;3.937;2845.7066;11622.1821;10448.7779;0;1;21254.3296;-100.4596;-1712.3707
3959;3;3;1549.3445;4648.0334;22605.9499;8246.0167;3.8096;3064.3452;11003.6475;11015.3407;0;3;21254.5347;-100.6647;-1711.1738
3960;2;0;831.5658;3326.2634;8557.7288;21866.0078;13.7332;3039.3452;11138.799;10905.1891;0;4;21254.5347;-100.6647;-1711.1738
3961;3;4;1589.751;4769.253;22351.0182;8629.7288;4.1639;3004.7518;10399.9419;10803.6397;4;4;21254.7513;-100.8813;-1709.9664
3962;3;4;1514.751;4544.253;20500.065;7830.6819;3.6834;2929.7518;10107.9575;10212.2907;4;4;21255.1306;-101.2606;-1709.6049
3963;2;4;847.5128;3390.051;10403.5384;19956.4106;12.5852;3106.9088;10707.7534;10477.0044;4;3;21255.1306;-101.2606;-1709.6049
3964;3;3;1464.5126;4393.5377;20870.8558;7610.6065;3.1441;2888.8695;11059.2086;9301.9218;1;3;21254.7064;-100.8364;-1711.054
3965;2;1;874.6365;3498.5461;12460.0518;20416.4021;13.7614;2885.3412;11387.3935;10727.2653;1;3;21254.7064;-100.8364;-1711.054
3966;3;3;1608.6943;4826.0829;19034.7652;9514.1518;3.6098;2845.7751;10498.8726;10780.3522;1;3;21254.7473;-100.8773;-1710.0237
3967;3;1;1572.3861;4717.1583;16770.4013;9262.4404;3.5031;2809.4669;9913.5231;10527.01;1;1;21254.7751;-100.9051;-1709.0076
3968;3;3;1497.3861;4492.1583;14667.0808;8715.7609;3.2648;3082.9998;9597.7784;11527.5551;1;3;21255.5654;-101.6954;-1708.2355
3969;2;1;774.1754;3096.7016;14680.117;20723.1814;16.0397;3024.1318;10141.445;11042.7565;1;0;21255.5654;-101.6954;-1708.2355
3970;2;4;699.1754;2796.7016;13885.9702;18942.3282;14.9248;2999.1318;10766.445;10442.7565;4;0;21255.5654;-101.6954;-1708.2355
3971;2;1;814.9201;3259.6806;13268.3048;19347.0146;14.3121;3035.5502;11411.6906;10719.4258;1;0;21255.5654;-101.6954;-1708.2355
3972;3;0;1593.5734;4780.7203;18620.7673;10223.5124;4.2725;3091.955;10721.065;11353.6466;4;0;21254.8033;-100.9333;-1710.0208
3973;3;4;1518.5734;4555.7203;16655.9438;9538.3359;3.9531;3016.955;10441.1239;10750.2545;4;4;21255.3376;-101.4676;-1709.5042
3974;2;4;699.1754;2796.7016;15557.2417;17271.0567;13.3505;2953.3734;11279.1914;9975.7685;4;1;21255.3376;-101.4676;-1709.5042
3975;3;1;1536.8771;4610.6313;16007.1891;10132.1796;3.9364;2843.5681;10936.1318;10345.3001;3;1;21256.2627;-102.3927;-1709.6008
3976;2;3;811.2682;3245.0729;14998.7512;17631.1759;12.7223;2818.5681;10962.1904;10344.2415;3;3;21256.2627;-102.3927;-1709.6008
3977;3;3;1465.4824;4396.4473;16768.5738;9334.9789;3.8755;3131.0949;11342.591;10609.6474;1;3;21256.1574;-102.2874;-1710.7267
3978;2;1;774.1754;3096.7016;17420.3465;17982.9519;12.9062;3068.7306;11722.4092;10292.1935;1;3;21256.1574;-102.2874;-1710.7267
3979;2;1;739.4573;2957.8292;15649.6976;17267.4733;12.2575;3057.1579;12023.2995;10002.8759;1;3;21256.1574;-102.2874;-1710.7267
3980;2;0;704.0706;2816.2822;13852.354;16581.3638;11.6414;3045.3623;12329.9846;9707.9864;0;3;21256.1574;-102.2874;-1710.7267
3981;3;3;1566.4323;4699.297;20875.4891;10175.2139;4.5328;2889.1146;11816.5199;9336.0322;4;3;21256.0918;-102.2218;-1711.812
3982;2;4;859.4235;3437.6939;12956.7707;17105.5355;11.1333;2912.3303;12094.2834;9993.3863;4;1;21256.0918;-102.2218;-1711.812
3983;2;3;859.4235;3437.6939;11905.8344;18156.4717;11.4157;2930.362;12749.6945;10194.9435;3;1;21256.0918;-102.2218;-1711.812
3984;3;1;1536.6176;4609.8528;24892.7533;8872.3938;4.1621;2909.9777;12603.8698;11152.8192;1;1;21255.238;-101.368;-1713.6843
3985;2;1;861.2701;3445.0804;10905.3126;21524.607;14.7112;2884.9777;12630.6334;11151.0555;1;3;21255.238;-101.368;-1713.6843
3986;3;3;1536.6176;4609.8528;25242.8338;8522.3134;4.0194;2840.2538;12394.6356;11348.4439;2;3;21255.568;-101.698;-1713.3699
3987;3;1;1501.8995;4505.6985;23070.2294;8174.0721;3.7913;3146.5748;11848.382;11755.0433;2;1;21255.4357;-101.5657;-1712.5162
3988;3;2;1466.5128;4399.5383;20870.2618;7855.1999;3.6022;3111.1881;11303.7887;11460.0233;2;2;21255.3063;-101.4363;-1711.6606
3989;3;2;1391.5128;4174.5383;18885.9353;7189.5264;3.2541;3036.1881;11042.3465;10838.1321;2;2;21255.9163;-102.0463;-1711.0672
3990;2;2;739.0828;2956.3313;13687.4405;21606.2282;15.8722;2959.4038;11156.015;10801.2479;2;0;21255.9163;-102.0463;-1711.0672
3991;2;1;875.3394;3501.3577;12862.0146;22136.6277;15.2614;2988.9849;11806.1208;11079.8943;1;0;21255.9163;-102.0463;-1711.0672
3992;3;0;1511.3431;4534.0292;21354.9848;7235.986;3.2211;3105.876;11900.382;10868.742;1;0;21254.768;-100.898;-1713.232
3993;3;2;1436.3431;4309.0292;19435.0553;6505.9155;2.8406;3030.876;11660.4055;10225.3851;1;2;21255.1202;-101.2502;-1712.8958
3994;2;1;739.0828;2956.3313;15608.3502;19685.3185;14.0187;2960.4572;11997.102;9959.1075;1;4;21255.1202;-101.2502;-1712.8958
3995;3;4;1572.5997;4717.799;17899.1068;7883.0942;3.0275;2885.4572;11395.429;9677.4472;2;4;21255.472;-101.602;-1712.56
3996;2;2;699.7068;2798.827;13896.9827;18929.1903;13.3565;2872.3318;11422.3096;9663.6919;2;2;21255.472;-101.602;-1712.56
3997;2;1;866.8709;3467.4837;12230.369;20427.1473;13.1682;2855.1981;11669.272;10308.8631;1;2;21255.472;-101.602;-1712.56
3998;3;2;1566.2598;4698.7794;20533.615;7642.6056;3.4925;2828.2135;11128.0145;10793.772;2;2;21255.8235;-101.9535;-1712.2245
3999;3;2;1491.2598;4473.7794;18613.6855;6912.5351;3.036;2866.286;10881.5805;11002.1335;2;2;21256.1746;-102.3046;-1711.8893
4000;2;2;816.0714;3264.2857;14892.701;22968.0133;16.6549;2900.8033;11585.7446;11221.7855;2;4;21256.1746;-102.3046;-1711.8893
4001;2;3;816.0714;3264.2857;14486.8895;23373.8248;16.5549;3162.2039;12280.6064;11307.1897;3;4;21256.1746;-102.3046;-1711.8893
4002;3;4;1594.9072;4784.7215;19952.9117;8137.3669;3.3397;2994.403;11573.6244;11140.3059;0;4;21255.5822;-101.7122;-1713.4952
4003;2;0;773.5322;3094.1286;13150.1547;22255.7167;15.6588;2980.2233;11831.8916;10896.2185;0;2;21255.5822;-101.7122;-1713.4952
4004;3;2;1598.0703;4794.211;19754.9682;8325.8207;3.7569;2940.8472;11055.8145;10836.6717;0;2;21255.4212;-101.5512;-1712.6745
4005;2;0;739.2646;2957.0583;11586.5418;21331.3999;14.8164;2929.4246;11260.2426;10643.6661;0;2;21255.4212;-101.5512;-1712.6745
4006;3;2;1603.0539;4809.1616;19519.6561;8546.1823;4.2842;2900.1406;10440.779;10617.4138;0;2;21255.2201;-101.3501;-1711.895
4007;2;0;851.105;3404.4198;11217.8231;21502.7571;14.1394;2937.8605;11026.4946;10952.3116;0;0;21255.2201;-101.3501;-1711.895
4008;3;0;1603.0539;4809.1616;19109.5954;8956.243;4.6103;2862.8605;10143.9057;10951.5672;3;0;21255.7738;-101.9038;-1711.3577
4009;2;3;739.2646;2957.0583;13459.9075;19458.0342;13.3093;3074.1856;11698.9046;10226.9098;3;3;21255.7738;-101.9038;-1711.3577
4010;3;3;1606.1465;4818.4394;18863.5025;9193.0581;4.2322;2890.4378;10832.0842;10235.8113;0;3;21255.8183;-101.9483;-1712.325
4011;2;0;705.661;2822.644;11634.758;18792.598;12.6964;2879.2367;11090.4174;9988.6793;0;0;21255.8183;-101.9483;-1712.325
4012;2;1;809.8242;3239.2967;11004.1989;19256.5044;12.1961;2919.5156;11737.3616;10259.7894;1;0;21255.8183;-101.9483;-1712.325
4013;3;0;1538.1461;4614.4382;22398.8943;8236.6675;4.1167;2827.7681;11491.8284;11305.4035;0;0;21255.8344;-101.9644;-1713.3199
4014;2;0;853.4081;3413.6323;13378.0683;24583.2994;16.9823;2919.9983;12508.6935;12029.6416;0;2;21255.8344;-101.9644;-1713.3199
4015;2;0;854.085;3416.3398;12934.3137;27399.3465;20.0091;2991.9299;13260.338;12956.0654;0;2;21255.8344;-101.9644;-1713.3199
4016;3;2;1601.5645;4804.6935;24360.9854;8959.3212;4.0261;2801.1852;12479.6752;12885.8063;1;2;21255.4674;-101.5974;-1714.6967
4017;3;3;1567.2969;4701.8908;22097.0446;8701.0646;3.8914;2879.7495;11928.0515;13442.1991;1;3;21255.6761;-101.8061;-1713.5088
4018;2;1;815.5894;3262.3576;12583.367;27654.2754;20.8642;2854.7495;12263.5199;13131.7306;1;2;21255.6761;-101.8061;-1713.5088
4019;3;2;1599.7577;4799.273;21546.3359;9404.3911;4.4162;2812.2102;11447.5471;13115.2427;3;2;21255.9175;-102.0475;-1712.2892
4020;3;4;1566.1541;4698.4622;19240.8236;9185.7142;4.3425;2878.6066;10878.6845;13701.0422;3;4;21256.1231;-102.2531;-1711.1063
4021;2;3;815.5894;3262.3576;12515.3381;27722.3043;20.5617;2853.6066;11191.9232;13412.8035;3;1;21256.1231;-102.2531;-1711.1063
4022;2;0;849.7704;3399.0816;11429.1445;28921.7739;20.6645;2867.2834;11595.1357;13870.9142;0;1;21256.1231;-102.2531;-1711.1063
4023;2;3;845.1127;3380.4507;10232.1076;30137.4417;22.1463;2902.2241;11965.5933;14340.5159;3;1;21256.1231;-102.2531;-1711.1063
4024;2;4;804.5566;3218.2264;10324.8058;29956.9678;22.9252;3226.0121;12764.2934;14259.6945;4;1;21256.1231;-102.2531;-1711.1063
4025;3;1;1605.9079;4817.7237;25343.1072;10839.1691;6.6294;3038.9193;11929.1101;14240.3039;1;1;21255.8829;-102.0129;-1712.3554
4026;2;1;729.5566;2918.2264;10311.9598;27394.8138;21.3815;3013.9193;12674.7409;13519.6731;1;2;21255.8829;-102.0129;-1712.3554
4027;3;2;1605.9079;4817.7237;24862.2957;11319.9806;6.9465;2938.9193;11788.6102;13522.4705;1;2;21256.2381;-102.3681;-1712.0159
4028;2;1;696.3909;2785.5638;8901.9137;26312.5226;20.3429;2927.8641;12091.8449;13230.2911;1;2;21256.2381;-102.3681;-1712.0159
4029;2;2;837.5525;3350.2101;9147.0083;25752.7817;19.252;2955.8102;12854.5463;13397.9768;2;2;21256.2381;-102.3681;-1712.0159
4030;3;2;1483.7206;4451.1619;28814.2376;10109.6005;6.7963;3087.4848;13337.2421;13658.6065;4;2;21255.8721;-102.0021;-1713.3892
4031;3;0;1408.7206;4226.1619;27149.4778;9124.3604;6.0932;3012.4848;13207.3221;12905.1931;4;0;21256.3985;-102.5285;-1712.878
4032;2;4;735.7242;2942.8967;12136.3746;25545.7287;19.8027;2940.431;13374.0208;12810.5483;4;1;21256.3985;-102.5285;-1712.878
4033;3;1;1549.8822;4649.6466;25939.0133;10161.3401;5.9321;2865.431;13052.4022;12248.8335;0;1;21256.9243;-103.0543;-1712.3674
4034;2;0;861.4741;3445.8964;12380.1375;25048.9661;18.7057;3127.0588;13218.451;12862.8235;0;0;21256.9243;-103.0543;-1712.3674
4035;3;0;1413.6256;4240.8768;27752.2484;8506.8748;5.023;2915.8022;14422.8533;10828.0111;3;0;21256.0472;-102.1772;-1714.2498
4036;2;3;872.8509;3491.4036;15190.6363;22192.9601;16.6;2903.1767;14480.0432;11741.7801;3;1;21256.0472;-102.1772;-1714.2498
4037;3;1;1573.5565;4720.6695;26113.1081;10166.2223;5.2812;2862.3577;13956.5491;11431.0932;4;1;21256.0649;-102.1949;-1713.2572
4038;3;4;1537.5289;4612.5867;23960.8037;9801.6096;5.0524;2826.3301;13431.2616;11117.4083;4;4;21256.0637;-102.1937;-1712.2845
4039;3;2;1462.5289;4387.5867;22088.2936;9024.1198;4.5711;2851.3301;13231.7673;11291.9027;4;2;21256.817;-102.947;-1711.5468
4040;3;2;1429.3632;4288.0897;19832.4522;8754.4581;4.4197;2854.6827;12678.4897;11841.8275;4;2;21256.8041;-102.9341;-1710.5872
4041;2;4;847.6352;3390.5406;18365.2756;24369.1837;18.3874;3053.3046;13004.3159;12359.0461;4;3;21256.8041;-102.9341;-1710.5872
4042;2;1;812.7689;3251.0756;16752.4373;23496.4871;17.5914;3041.6825;13352.9785;12022.0056;1;3;21256.8041;-102.9341;-1710.5872
4043;3;3;1601.3562;4804.0687;20535.9012;10410.0301;5.0641;2966.6825;12492.3073;11999.3435;3;3;21257.3838;-103.5138;-1710.0236
4044;2;3;776.9864;3107.9457;15118.4756;22648.5787;16.8268;2954.7551;12766.7305;11736.8478;3;3;21257.3838;-103.5138;-1710.0236
4045;2;0;870.9671;3483.8685;14910.198;22730.9335;16.0317;3184.0414;13493.2938;11822.6649;0;3;21257.3838;-103.5138;-1710.0236
4046;3;3;1515.6905;4547.0714;24261.973;9315.9556;4.9251;2987.5931;13555.2716;10915.4686;4;3;21257.1811;-103.3111;-1711.2295
4047;3;2;1440.6905;4322.0714;22481.1179;8446.8107;4.353;2912.5931;13361.6532;10225.7537;4;2;21257.5707;-103.7007;-1710.8555
4048;2;4;701.9864;2807.9457;17102.2571;18089.7972;13.8195;2856.2663;13370.2497;10273.484;4;2;21257.5707;-103.7007;-1710.8555
4049;3;2;1574.8049;4724.4146;20756.8362;10268.7492;4.6886;2884.2773;12854.3965;10844.6595;3;2;21257.0266;-103.1566;-1710.429
4050;3;1;1539.0224;4617.0672;18666.0363;9841.8965;4.379;2848.4949;12348.3029;10511.5355;3;1;21256.4867;-102.6167;-1709.9993
4051;2;3;813.3544;3253.4174;16837.1802;18159.4024;13.0158;2823.4949;12395.754;10489.0844;3;0;21256.4867;-102.6167;-1709.9993
4052;3;0;1427.182;4281.5461;19945.3484;8648.1055;4.1103;2940.6422;13309.6096;12083.0815;2;0;21255.9515;-102.0815;-1711.5362
4053;2;2;854.9772;3419.9088;19618.9603;23086.1309;17.1009;2878.5196;13357.6085;12097.2053;2;2;21255.9515;-102.0815;-1711.5362
4054;3;2;1538.55;4615.6499;18529.3396;9980.0105;4.2938;3082.0865;13149.4871;12185.093;1;2;21256.303;-102.433;-1711.2007
4055;2;1;854.9772;3419.9088;19239.5247;23465.5665;16.8975;3057.0865;13197.486;12162.0941;1;2;21256.303;-102.433;-1711.2007
4056;2;0;816.3961;3265.5842;17805.9452;22428.4706;16.0045;3044.2262;13583.2974;11789.1431;0;2;21256.303;-102.433;-1711.2007
4057;3;2;1577.1311;4731.3933;20549.4855;10469.1213;5.0466;2969.2262;12984.0713;11505.0358;3;2;21256.6543;-102.7843;-1710.8654
4058;2;3;782.2301;3128.9205;16194.8095;21551.27;15.1982;2957.8375;13008.692;11491.8038;3;1;21256.6543;-102.7843;-1710.8654
4059;2;2;743.3432;2973.3727;14729.1833;20547.4441;14.3394;2944.8752;13384.5993;11128.8589;2;1;21256.6543;-102.7843;-1710.8654
4060;2;4;706.5532;2826.2129;13197.4087;19601.3784;13.5034;2932.6119;13740.2352;10785.4862;4;1;21256.6543;-102.7843;-1710.8654
4061;2;4;852.189;3408.7559;11831.0264;20885.2176;13.1979;2984.7303;14100.9342;11331.0022;4;1;21256.6543;-102.7843;-1710.8654
4062;3;1;1544.3152;4632.9456;28890.696;9601.3584;5.9491;3172.5269;13886.727;11357.4127;2;1;21256.3847;-102.5147;-1712.1348
4063;3;1;1469.3152;4407.9456;27277.1259;8564.9285;5.1616;3097.5269;13723.8703;10636.936;2;1;21256.7053;-102.8353;-1711.8296
4064;2;2;745.0488;2980.1952;14016.7087;18878.0961;12.4125;3036.8135;14136.6885;10284.8313;2;2;21256.7053;-102.8353;-1711.8296
4065;3;2;1576.4554;4729.3662;26187.7619;9582.8719;4.935;2961.8135;13595.7347;9942.4518;3;2;21256.3213;-102.4513;-1712.2291
4066;3;1;1542.2895;4626.8684;24147.5122;9100.6194;4.5111;2927.6476;13075.0926;9622.2599;3;1;21255.7772;-101.9072;-1711.8063
