StateID;StationID;CurrentRule;LocalAveProcTime;LocalAveRemainingProcTime;LocalAveLeadTime;LocalAveSlackTime;LocalAveCriticalRatio;GlobalAveRemainingProcTime;GlobalAveLeadTime;GlobalAveSlackTime;Op2Rule;Op3Rule;GlobalObjExitLeadtime;GlobalObjExitTardiness
471;3;3;1605.7675;4817.3025;18480.321;6952.3764;3.2117;2890.6347;8773.7548;9585.6105;3;3;21907.125;-876.2084
472;3;3;1413.7785;4241.3355;17714.2227;5169.4418;2.4164;2966.8862;9344.0511;9897.396;3;3;21905.3855;-887.1456
473;2;3;875.8221;3503.2886;9501.6933;20495.0181;12.76;2901.8;9346.2522;9960.2811;3;3;21905.3855;-887.1456
474;3;3;1570.6188;4711.8564;16376.5309;6536.6127;2.6699;2863.3817;8794.4526;9675.4991;3;3;21898.5836;-886.5403
475;2;3;837.0249;3348.0997;7718.8491;19808.0512;12.1883;2850.4493;8799.3363;9683.5478;3;5;21898.5836;-886.5403
476;3;5;1438.1615;4314.4846;17746.5669;5063.9485;2.3229;3050.8984;9257.7763;9982.9921;3;5;21893.7419;-900.4968
477;2;3;797.3911;3189.5644;9623.2067;20687.2289;12.8394;2987.6871;9403.7901;9900.1895;3;4;21893.7419;-900.4968
478;3;4;1552.7953;4658.386;16319.5986;6397.0154;2.5403;2912.6871;8919.3583;9501.288;4;4;21893.8578;-901.2242
479;2;4;722.3911;2889.5644;8749.1794;18986.2562;11.8722;2887.6871;9059.0237;9386.6226;4;1;21893.8578;-901.2242
480;2;1;745.5744;2982.2976;10147.5679;17495.1345;10.8748;3106.3174;10241.0669;9027.6157;1;1;21893.8578;-901.2242
481;3;1;1560.913;4682.7389;18360.2426;7207.0185;2.9246;2884.5962;9740.5102;8708.227;1;1;21889.4559;-914.6257
482;3;1;1522.1158;4566.3473;15993.6969;7064.9558;2.9206;2904.8821;9116.3701;9395.4144;1;1;21890.0522;-906.6958
483;3;3;1447.1158;4341.3473;13877.9762;6530.6765;2.6776;2871.6223;8745.6496;9716.0615;1;3;21891.8162;-905.7547
484;2;1;880.3467;3521.3868;12092.6829;20510.9303;12.8903;3148.0938;8867.4612;10359.445;1;3;21891.8162;-905.7547
485;3;3;1428.0249;4284.0747;13440.2122;7025.7131;2.7528;2950.9808;9355.9833;9026.3692;3;3;21890.3528;-916.0988
486;2;3;682.5963;2730.3853;14147.9904;16121.6243;10.9916;2885.064;9480.835;8967.4343;3;0;21890.3528;-916.0988
487;2;3;817.0925;3268.3699;13449.8902;16531.7398;10.4482;2915.2319;10053.554;9322.8808;3;0;21890.3528;-916.0988
488;3;0;1494.3893;4483.168;15085.8366;8055.9954;3.2388;3022.2834;10105.1987;10914.1846;3;0;21889.1991;-926.0619
489;2;3;746.8562;2987.4247;16126.384;19136.1913;14.4031;2952.4513;10897.994;10191.2214;3;2;21889.1991;-926.0619
490;2;1;855.1645;3420.6582;14898.9095;20430.4323;14.1672;2948.6132;11269.2405;10698.813;1;2;21889.1991;-926.0619
491;2;5;854.3267;3417.3068;13400.8905;21931.8027;15.5705;3219.959;11604.8524;11133.5219;5;2;21889.1991;-926.0619
492;3;2;1561.6478;4684.9433;19305.8533;8884.2034;4.1014;2996.8399;11148.067;10771.7597;5;2;21886.1901;-937.8099
493;2;5;779.3267;3117.3068;12636.3477;20121.3456;14.468;2971.8399;11389.8471;10554.9797;5;5;21886.1901;-937.8099
494;3;5;1561.6478;4684.9433;19200.38;8989.6767;4.2636;2896.8399;10867.3609;10194.1325;5;5;21887.986;-936.7152
495;2;5;881.9806;3527.9226;11977.7274;20619.35;13.9145;2867.6245;11100.9312;10864.7776;5;5;21887.986;-936.7152
496;2;4;811.9171;3247.6684;14369.7142;23257.6174;18.4815;3021.8579;12751.756;11768.0528;4;5;21887.986;-936.7152
497;3;5;1608.5353;4825.6059;21115.2477;9809.1464;4.3431;2816.0914;11853.9101;11829.9984;1;5;21886.8357;-946.4976
498;2;1;847.2596;3389.0383;12931.055;24804.9067;18.8348;3013.5775;12234.7058;12293.3833;1;3;21886.8357;-946.4976
499;2;3;811.4693;3245.877;11249.8173;24004.3057;18.1134;3001.6474;12580.6789;11959.3404;3;3;21886.8357;-946.4976
500;3;3;1488.7245;4466.1735;25565.4207;7843.4058;3.8514;2863.4475;12919.0948;12467.4577;0;3;21880.4333;-961.464
501;2;0;871.1342;3484.5368;12955.5252;27309.9379;21.4436;3141.4898;13240.0895;12910.0874;0;0;21880.4333;-961.464
502;3;0;1602.8439;4808.5317;24181.5212;9384.9471;4.2507;3103.9547;12417.1888;12895.5232;0;0;21877.8109;-956.8348
503;2;0;834.9111;3339.6445;11354.5724;26430.7832;20.6557;3091.8803;12720.358;12604.4283;0;4;21877.8109;-956.8348
504;3;4;1595.7208;4787.1624;24280.9689;9306.8687;4.4973;3048.5342;11964.7826;12528.3499;4;4;21875.3914;-952.0596
505;2;4;759.9111;3039.6445;10604.7458;24605.6097;19.4662;3023.5342;12563.833;11954.2995;4;4;21875.3914;-952.0596
506;3;4;1595.7208;4787.1624;24298.6853;9289.1522;4.5286;2948.5342;11741.4028;11893.3964;1;4;21878.8512;-949.2738
507;3;3;1559.9305;4679.7915;22234.1698;8836.0388;4.1789;2912.7438;11232.1825;11563.407;1;3;21872.4678;-948.5438
508;2;1;684.9111;2739.6445;9779.9193;22855.4363;18.3079;2887.7438;11467.8063;11352.7832;1;3;21872.4678;-948.5438
509;3;3;1595.273;4785.8189;22064.7068;9149.4743;4.4126;2832.547;10747.9;12127.8863;3;3;21866.2538;-947.6997
510;2;3;778.6753;3114.7014;11545.1028;23340.1958;19.3;3132.4999;11934.9389;11682.5612;3;2;21866.2538;-947.6997
511;3;2;1547.0623;4641.1868;22457.6711;8901.142;4.0634;2942.8661;11678.2216;11087.2456;5;2;21858.9682;-963.4256
512;3;5;1510.8392;4532.5176;20322.4919;8519.9906;3.8156;2906.643;11147.6106;10779.0797;5;5;21853.9678;-961.4169
513;3;1;1435.8392;4307.5176;18352.6356;7839.8469;3.4757;2885.129;10887.6395;11060.5649;5;1;21855.9022;-960.1898
514;2;5;864.4582;3457.8329;14258.3342;23158.8329;18.3539;2860.5782;11161.9212;11685.8339;5;1;21855.9022;-960.1898
515;3;1;1564.5983;4693.7949;16897.4515;9158.7536;3.6958;2835.3699;10635.6422;12153.9879;4;1;21857.8218;-958.9721
516;3;4;1409.7594;4229.2783;15797.0018;7598.7199;3.0982;3047.9952;11228.2197;12223.7851;4;4;21855.2853;-969.8098
517;2;4;764.4574;3057.8295;17537.4663;25029.7042;21.6489;2976.4812;11373.3658;12150.1529;4;3;21855.2853;-969.8098
518;2;3;689.4574;2757.8295;16753.6881;23238.4824;20.3245;2951.4812;12073.3658;11475.1529;3;3;21855.2853;-969.8098
519;2;3;814.1994;3256.7974;16415.242;23327.9606;19.3739;2984.9006;12797.0492;11676.3836;3;3;21855.2853;-969.8098
520;3;3;1596.2793;4788.8379;19532.4833;9053.6788;3.9286;2906.8784;12079.7665;12388.3551;3;3;21848.925;-984.4083
521;2;3;849.1553;3396.6211;15068.2189;24785.16;19.6164;2893.5304;12346.3082;12135.1614;3;3;21848.925;-984.4083
522;3;3;1561.3234;4683.9701;19756.7108;8684.3192;4.0681;2918.5304;11891.9329;12564.5367;4;3;21849.4052;-984.5571
523;3;4;1486.3234;4458.9701;17834.6892;7956.3407;3.673;2876.6839;11704.0993;12710.8835;4;4;21849.8817;-984.7047
524;2;4;834.3054;3337.2217;18236.0205;26926.7578;21.2984;3089.1367;12468.4614;12775.7353;4;4;21849.8817;-984.7047
525;2;2;759.3054;3037.2217;18074.8525;24512.9258;19.7059;3064.1367;13218.4614;12050.7353;2;4;21849.8817;-984.7047
526;2;2;726.0354;2904.1416;16558.149;23537.7094;18.7556;3053.0467;13551.1617;11729.1249;2;4;21849.8817;-984.7047
527;3;4;1596.585;4789.7549;21402.5187;9557.7263;4.7546;2855.2963;12775.5628;11660.8076;2;4;21848.6987;-993.998
528;2;2;869.444;3477.7761;15164.1761;24858.0477;18.3508;2847.2394;12962.8036;12356.6236;2;5;21848.6987;-993.998
529;2;3;881.2891;3525.1564;18013.0736;27211.77;20.2537;3037.1566;14785.7485;13135.4283;3;5;21848.6987;-993.998
530;3;5;1592.4771;4777.4313;23979.5816;9617.9871;4.613;2827.6604;14101.9339;12987.0724;3;5;21844.4409;-1006.3054
531;2;3;880.6705;3522.6821;16605.8169;28621.501;21.5757;2869.4562;14321.3196;13600.8909;3;3;21844.4409;-1006.3054
532;3;3;1589.1303;4767.391;23959.6999;9647.9091;4.9441;2829.4121;13647.6236;13439.6309;3;3;21842.5965;-1001.2696
533;2;3;881.4172;3525.6689;15484.9336;29739.3975;22.4943;2868.1674;13854.4073;14069.092;3;3;21842.5965;-1001.2696
534;2;4;884.6711;3538.6846;14231.4202;30979.8952;23.5012;2968.2808;14247.3324;14534.3868;4;3;21842.5965;-1001.2696
535;3;3;1588.7192;4766.1577;25991.9219;9991.9204;5.9205;2893.2808;13534.8354;14363.5505;2;3;21845.2103;-999.2341
536;2;2;851.6697;3406.6786;12823.7427;29894.5787;22.4848;2882.2803;13677.5126;14231.8738;2;1;21845.2103;-999.2341
537;2;1;851.6697;3406.6786;12974.2572;29744.0642;22.0558;2957.2803;14513.7059;14279.0139;1;1;21845.2103;-999.2341
538;2;1;814.7872;3259.1488;11811.6855;28429.1657;20.9066;2944.9861;14931.707;13873.3069;1;1;21845.2103;-999.2341
539;3;1;1581.9486;4745.8459;30862.2035;10141.9506;6.8284;3103.9952;14407.4131;14238.5917;1;1;21838.5902;-1013.8083
540;2;1;856.7733;3427.0932;10657.6793;29665.2275;20.8999;3092.9906;14477.8211;14179.1883;1;3;21838.5902;-1013.8083
541;3;3;1581.6925;4745.0775;30603.3624;10401.56;7.4477;3059.7206;13916.4988;13898.7806;3;3;21834.8873;-1010.701
542;3;3;1550.7027;4652.108;28497.5559;9975.3361;7.0625;3028.7307;13390.1723;13581.097;3;3;21831.1446;-1007.6832
543;2;3;781.7733;3127.0932;10869.0009;26878.906;19.3197;3003.7307;13571.0001;13425.2691;3;3;21831.1446;-1007.6832
544;3;3;1550.7027;4652.108;27884.3679;10588.5241;7.2729;2928.7307;13261.8677;12851.0682;3;3;21832.7803;-1006.6358
545;2;3;706.7733;2827.0932;11005.3225;24167.5844;17.7707;2903.7307;13437.0446;12700.8913;3;1;21832.7803;-1006.6358
546;3;1;1589.0054;4767.0162;26912.5535;11695.4303;7.8333;2867.0335;12797.5074;12502.1258;1;1;21827.0086;-1005.7187
547;2;1;833.1715;3332.686;11320.1201;23597.1939;16.6986;3084.762;13367.4199;12756.1514;1;1;21827.0086;-1005.7187
548;3;1;1486.3514;4459.0543;28016.7865;10649.1592;7.0209;2907.108;13741.6546;11517.904;0;1;21825.3645;-1015.2152
549;3;2;1453.3499;4360.0498;25984.808;10155.1421;6.5734;3172.2074;13236.523;11924.6029;0;2;21819.5545;-1014.3805
550;3;2;1417.647;4252.941;23954.9468;9667.1121;6.1569;3136.5045;12750.3183;11571.5106;0;2;21813.8641;-1013.474
551;2;0;817.6901;3270.7603;13938.2967;21040.943;14.8546;3069.3717;12849.8379;11539.1237;0;2;21813.8641;-1013.474
552;3;2;1580.1592;4740.4777;22411.0441;11223.4782;6.3177;3030.4858;12281.9209;11270.9267;2;2;21808.3057;-1012.4828
553;2;2;847.8172;3391.2686;16355.2147;18503.5167;13.0509;2963.7482;13762.7737;10731.8114;2;1;21808.3057;-1012.4828
554;3;1;1562.3169;4686.9507;23134.2996;10553.7498;5.4353;3073.6284;13422.32;10962.3849;1;1;21799.3172;-1029.2542
555;3;5;1487.3169;4461.9507;21336.541;9701.5083;4.8882;2998.6284;13223.0671;10278.3044;1;5;21800.6793;-1028.5022
556;3;5;1450.4344;4351.3033;19185.9126;9337.7841;4.6317;2961.746;12702.8974;9960.3566;1;5;21796.9384;-1025.7566
557;3;5;1417.4205;4252.2616;16959.7163;9038.0221;4.4265;2928.7321;12136.9061;9684.3618;1;5;21793.1146;-1023.1399
558;2;1;868.3764;3473.5057;19376.9114;18024.583;12.9181;2841.9255;12356.7212;10426.3533;1;3;21793.1146;-1023.1399
559;2;3;867.3237;3469.2948;17487.9175;19917.7877;15.031;2946.3242;12645.5507;10991.4583;3;3;21793.1146;-1023.1399
560;2;1;826.3023;3305.2094;15974.4679;18970.3228;14.2301;2932.6505;13028.4167;10622.2661;1;3;21793.1146;-1023.1399
561;2;1;863.223;3452.8921;14478.7765;20568.3313;14.6145;3019.9574;13391.1657;11130.5436;1;3;21793.1146;-1023.1399
562;3;3;1602.5702;4807.7105;22850.1347;10467.1548;5.5171;2878.5342;12481.212;11140.2538;1;3;21798.3241;-1025.6196
563;2;1;741.9695;2967.8781;16924.6966;18357.4253;13.5124;3052.7693;14302.9923;10185.905;1;0;21798.3241;-1025.6196
564;3;0;1584.2817;4752.8451;23506.4448;9865.7102;4.4926;3083.1171;13650.1345;10808.4151;2;0;21796.9858;-1034.5932
565;2;2;865.3208;3461.2832;15280.1411;20008.5757;13.4897;3071.3036;13756.1981;10714.1649;2;2;21796.9858;-1034.5932
566;3;2;1588.2939;4764.8818;23514.9411;9845.1771;4.762;3039.8754;13040.6177;10586.1736;4;2;21797.4151;-1027.7598
567;2;4;790.3208;3161.2832;14641.4151;18072.3017;12.3418;3014.8754;13549.6936;10102.0977;4;4;21797.4151;-1027.7598
568;2;1;715.3208;2861.2832;13927.689;16211.0277;11.2252;2989.8754;14249.6936;9427.0977;1;4;21797.4151;-1027.7598
569;3;4;1538.5519;4615.6558;27200.2348;8934.1093;4.4744;2855.5693;14090.6208;9637.1432;1;4;21791.2694;-1041.4832
570;3;5;1497.5306;4492.5918;25114.771;8517.6372;4.1941;2856.6943;13596.0511;10130.5879;1;5;21789.4875;-1036.9013
571;3;3;1459.4513;4378.3539;22952.9813;8168.6648;3.9746;2862.5005;13074.2669;10646.5659;1;3;21787.6366;-1032.4326
572;2;1;884.8979;3539.5918;15934.1949;21651.2133;15.4108;2923.107;13162.9852;11455.5745;1;3;21787.6366;-1032.4326
573;3;3;1582.8026;4748.4077;21237.5449;10014.0474;4.4963;2887.6665;12529.0838;11249.9164;3;3;21785.7256;-1028.0675
574;2;3;850.0058;3400.0233;14254.6327;20845.344;14.6852;2876.0358;12612.5668;11178.064;3;3;21785.7256;-1028.0675
575;3;3;1542.6947;4628.0841;21523.2618;9598.6542;4.5757;2833.411;12276.7559;11473.1664;4;3;21790.1261;-1024.3069
576;3;2;1467.6947;4403.0841;19854.2624;8617.6536;4.0075;2871.936;12142.714;11568.6834;4;2;21785.8859;-1029.1826
577;2;4;855.7387;3422.955;16671.4012;23655.6438;17.1337;2912.3719;12503.828;12125.4668;4;2;21785.8859;-1029.1826
578;2;0;819.4952;3277.9808;15042.7086;22804.3106;16.3893;2900.2907;12854.1822;11787.1938;0;2;21785.8859;-1029.1826
579;2;0;861.4767;3445.9069;14391.5394;25912.5537;18.3291;3177.3737;13609.0244;12671.9352;0;2;21785.8859;-1029.1826
580;3;2;1583.232;4749.6959;24285.5088;9339.7953;4.4402;3002.9752;13044.8761;12368.8153;1;2;21779.3404;-1043.1852
581;2;1;786.4767;3145.9069;13608.862;24120.2311;17.1688;2977.9752;13539.6952;11898.9962;1;1;21779.3404;-1043.1852
582;3;1;1583.232;4749.6959;24525.3064;9099.9976;4.3646;2902.9752;12880.4102;11674.9479;1;1;21779.9113;-1043.218
583;2;1;746.8441;2987.3762;12027.4524;23235.1714;16.4146;2889.7643;13016.8511;11551.7179;1;1;21779.9113;-1043.218
584;3;1;1587.9725;4763.9176;24547.2912;9063.7912;4.5937;2854.8722;12341.604;11386.8571;3;1;21777.3567;-1039.5924
585;2;3;873.4299;3493.7197;10458.9811;24797.2992;16.3191;2850.0368;12488.3546;12119.9419;3;3;21777.3567;-1039.5924
586;2;1;871.3205;3485.2819;8843.851;26420.867;17.8341;2949.7687;12869.5806;12597.3173;1;3;21777.3567;-1039.5924
587;3;3;1588.0081;4764.0243;27283.8016;8702.1741;4.8534;2874.7687;12150.9037;12432.6609;5;3;21778.8735;-1038.6941
588;3;5;1551.7646;4655.2937;25260.9681;8208.7382;4.4552;2838.5252;11657.8436;12086.9646;5;5;21773.6987;-1037.7492
589;3;5;1476.7646;4430.2937;23666.9687;7152.7376;3.773;3056.4101;11525.1485;12085.108;5;5;21769.599;-1042.4816
590;2;5;783.6559;3134.6237;10921.6429;24443.7334;17.0184;3002.1886;11811.4864;11852.9917;5;5;21769.599;-1042.4816
591;2;2;708.6559;2834.6237;10581.9702;22208.4061;15.7316;2977.1886;12511.4864;11177.9917;2;5;21769.599;-1042.4816
592;2;5;864.1594;3456.6374;10479.7533;24563.6093;16.9616;3225.6188;13238.8038;12118.9107;5;5;21769.599;-1042.4816
593;3;5;1588.0309;4764.0928;27170.6261;9065.2812;4.5963;3024.2206;12660.7522;11856.6939;0;5;21759.8205;-1059.5775
594;3;0;1551.9522;4655.8567;25019.2515;8699.8918;4.3644;2988.1419;12124.0208;11554.5039;0;0;21758.1271;-1055.2062
595;3;1;1512.3196;4536.9587;22874.4459;8338.5954;4.1524;2948.5092;11607.249;11235.9085;0;1;21756.5395;-1050.7695
596;3;1;1473.3627;4420.0881;20682.5739;8022.3381;3.9854;2909.5523;11071.4093;10935.705;0;1;21754.9444;-1046.3801
597;2;0;843.8147;3375.2589;12919.4831;22205.258;15.3359;2914.1799;11564.865;11395.9551;0;4;21754.9444;-1046.3801
598;3;4;1589.0936;4767.2809;19084.4888;9523.2303;4.2609;2839.1799;10780.0844;11297.4023;3;4;21759.3193;-1042.6609
599;3;2;1514.0936;4542.2809;17139.0912;8818.6279;3.9161;2864.1799;10526.9822;11525.5045;3;2;21760.6478;-1041.9838
600;3;3;1439.0936;4317.2809;15118.6936;8189.0255;3.6131;2889.1799;10273.88;11753.6067;3;3;21761.9676;-1041.3111
601;2;3;823.4284;3293.7136;15271.3261;22559.9602;15.543;2832.3845;10280.2056;11804.0766;3;2;21761.9676;-1041.3111
602;2;2;858.0788;3432.3152;13845.6227;24097.0622;15.9264;2857.8756;10638.9591;12294.8319;2;2;21761.9676;-1041.3111
603;2;4;821.4434;3285.7736;13619.1376;24220.0888;16.6892;2945.0874;11335.2278;12469.6848;4;2;21761.9676;-1041.3111
604;3;2;1538.9128;4616.7384;18480.871;10027.3907;4.744;2859.1707;11113.2847;12694.2113;4;2;21760.9132;-1049.5443
605;2;4;821.4434;3285.7736;13503.9646;24335.2618;16.4762;2834.1707;11161.4701;12671.0259;4;4;21760.9132;-1049.5443
606;2;4;866.0679;3464.2715;11976.8883;25933.8402;16.7754;2924.0455;11451.3689;13249.5856;4;4;21760.9132;-1049.5443
607;2;3;866.0679;3464.2715;11821.1404;26089.5881;16.6252;2932.8429;12182.7627;13384.3944;3;4;21760.9132;-1049.5443
608;2;3;826.3463;3305.3854;11665.3926;26154.2221;17.5581;3021.0834;12952.397;13484.8528;3;4;21760.9132;-1049.5443
609;3;4;1578.2445;4734.7334;24880.4365;11634.8301;6.5403;3108.5022;12369.0768;13980.7543;1;4;21760.6508;-1056.9388
610;3;1;1537.8948;4613.6845;22910.9821;11100.3334;6.1576;3068.1526;11941.2399;13573.9409;1;1;21755.8265;-1055.8618
611;2;1;826.3463;3305.3854;11790.8597;26028.7549;17.2555;3043.1526;11982.6876;13557.4932;1;1;21755.8265;-1055.8618
612;2;5;786.0585;3144.2341;10645.8578;24709.908;16.19;3029.7233;12385.5656;13168.0444;5;1;21755.8265;-1055.8618
613;2;0;751.6697;3006.6786;9383.8821;23484.4393;15.0859;3018.2604;12729.4544;12835.6185;0;1;21755.8265;-1055.8618
614;2;0;709.6881;2838.7525;8438.0544;21973.1931;13.9104;3004.2665;13149.2697;12429.7972;0;1;21755.8265;-1055.8618
615;2;2;872.3406;3489.3623;7350.7045;22909.9332;13.296;3052.0989;13497.8239;12991.7438;2;1;21755.8265;-1055.8618
616;3;1;1567.7247;4703.174;31178.0626;12993.7634;9.5044;2855.8454;13025.002;12619.1526;2;1;21755.0699;-1063.7003
617;3;2;1537.3492;4612.0475;29170.0717;12467.8809;9.0346;2925.4699;12490.4022;13167.4612;2;2;21750.0374;-1062.8658
618;2;2;867.6464;3470.5856;9713.5306;25815.8838;15.7452;3016.2886;13773.0319;13627.3462;2;2;21750.0374;-1062.8658
619;3;2;1575.635;4726.9049;29648.1277;11874.9674;7.9221;2857.4968;13291.996;13225.5072;3;2;21744.4821;-1075.4536
620;2;3;867.6464;3470.5856;9775.4265;25753.9879;15.5703;2869.2777;13730.6742;13650.0481;3;3;21744.4821;-1075.4536
621;3;3;1575.635;4726.9049;29234.1587;12288.9365;8.1062;3088.0141;13179.1881;14066.1312;1;3;21744.7316;-1075.7812
622;2;1;829.7149;3318.8598;9837.3225;25593.8178;16.371;3063.0141;13625.9603;13644.359;1;1;21744.7316;-1075.7812
623;3;1;1575.635;4726.9049;28820.1896;12702.9055;8.2902;2988.0141;13069.9244;13317.0616;0;1;21744.9795;-1076.1067
624;2;0;754.7149;3018.8598;9806.6155;23049.5248;15.0048;2963.0141;13502.7349;12909.251;0;0;21744.9795;-1076.1067
625;2;0;717.8675;2871.47;8505.3405;21873.1895;13.9998;2950.7316;13883.4917;12540.7767;0;0;21744.9795;-1076.1067
626;2;5;867.4083;3469.6331;8627.2588;24028.1081;15.1798;3044.0268;14684.0142;13480.2924;5;0;21744.9795;-1076.1067
627;3;0;1583.7902;4751.3705;33208.489;13540.1404;9.2337;2865.3346;14067.6758;13233.6563;4;0;21743.822;-1084.2034
628;3;1;1508.7902;4526.3705;31989.4896;12109.1399;8.2005;3144.8824;14026.661;13953.4566;4;1;21740.0385;-1088.533
629;3;1;1468.5024;4405.5071;30140.0951;11454.3978;7.6653;3104.5946;13625.0644;13520.341;4;1;21735.4;-1087.3848
630;3;2;1434.1135;4302.3405;28161.9289;10910.7306;7.2071;3070.2057;13149.0831;13155.7112;4;2;21730.642;-1086.3927
631;2;4;798.3998;3193.5992;10916.7364;24389.6644;16.4263;3008.9872;13242.2788;13123.734;4;2;21730.642;-1086.3927
632;2;2;758.6273;3034.5092;9697.41;23143.0808;15.4198;2995.7297;13653.2611;12726.0092;2;2;21730.642;-1086.3927
633;3;2;1582.5415;4747.6245;29012.2977;12490.0778;7.8431;2920.7297;13067.7499;12428.187;4;2;21726.9356;-1090.6745
634;3;4;1548.1164;4644.3491;27034.6754;11945.9756;7.4017;2886.3046;12569.1931;12086.169;4;4;21722.2348;-1089.6774
635;2;4;879.6384;3518.5535;9571.4142;23035.0323;14.6495;3106.3262;12709.9376;12767.0696;4;4;21722.2348;-1089.6774
636;3;4;1460.4518;4381.3554;28460.8774;10532.7672;6.6871;2943.6616;13371.3595;11226.6456;4;4;21715.9699;-1102.7801
637;3;5;1418.4703;4255.4108;26541.9548;9952.6344;6.2537;2900.7459;12930.8575;11710.0632;4;5;21711.8366;-1101.2476
638;2;4;869.8425;3479.3699;11923.5471;20722.083;13.2366;2835.4089;12986.2599;11719.9978;4;5;21711.8366;-1101.2476
639;3;5;1539.4814;4618.4441;25285.2111;11096.3448;6.1982;2925.998;12750.1003;12740.5684;5;5;21713.3189;-1100.3457
640;3;4;1464.4814;4393.4441;23561.5656;10169.9903;5.6033;2950.998;12578.3453;12887.3234;5;4;21714.7921;-1099.4493
641;3;1;1427.6339;4282.9018;21509.7354;9707.3629;5.2527;2914.1505;12103.204;12524.3121;5;1;21710.2612;-1098.3807
642;2;5;834.9223;3339.6892;14448.3957;23336.9151;16.5314;2852.0788;12152.4945;12537.0933;5;4;21710.2612;-1098.3807
643;2;4;873.6117;3494.4467;14064.2057;26191.3475;18.5565;3139.9893;12898.1494;13420.1946;4;4;21710.2612;-1098.3807
644;2;0;798.6117;3194.4467;13614.6401;24065.9132;17.281;3114.9893;13673.1494;12670.1946;0;4;21710.2612;-1098.3807
645;3;4;1573.1181;4719.3544;25242.919;11287.7266;5.9237;2924.2584;13171.4358;12320.9725;2;4;21707.6999;-1107.6847
646;2;2;760.2471;3040.9883;12203.536;23005.4757;16.3857;2911.4702;13198.7628;12306.4337;2;0;21707.6999;-1107.6847
647;3;0;1536.4828;4609.4483;25592.0292;10798.5225;5.9787;3131.3669;13010.0173;12358.6158;0;0;21708.8354;-1107.1156
648;2;0;857.0419;3428.1675;11962.6856;23109.1469;15.6685;3106.3669;13037.3442;12356.2889;0;5;21708.8354;-1107.1156
649;3;5;1571.7103;4715.1308;25142.9646;11391.9046;6.3475;3066.5944;12563.1515;11995.2541;3;5;21704.4358;-1105.9618
650;2;3;685.2471;2740.9883;13996.0157;18637.996;13.6675;3009.3294;13865.7832;10749.8873;3;1;21704.4358;-1105.9618
651;3;1;1573.1188;4719.3563;25271.4157;11259.228;5.761;3142.592;13330.2029;11152.2051;1;1;21703.2487;-1113.8244
652;2;1;821.544;3286.1761;13583.3705;18755.4533;12.9425;3117.592;13710.7669;10796.6411;1;3;21703.2487;-1113.8244
653;3;3;1573.1188;4719.3563;25450.695;11079.9487;5.7461;3042.592;13198.8698;10425.2049;3;3;21699.7495;-1117.8797
654;3;3;1498.1188;4494.3563;23931.6956;9948.9481;5.0775;2967.592;13042.5366;9698.2047;3;3;21696.2714;-1121.9104
655;3;3;1423.1188;4269.3563;22337.6962;8892.9475;4.4506;3145.1005;12869.4994;9777.0667;3;3;21692.8144;-1125.9167
656;2;3;834.6958;3338.7832;16118.9341;16167.2827;11.1992;3074.6682;13100.4903;9616.5082;3;3;21692.8144;-1125.9167
657;3;3;1596.0511;4788.1533;20764.7057;10447.1409;4.6554;3036.3036;12370.6596;9509.7035;3;3;21688.4954;-1124.7576
658;2;3;799.4173;3197.6694;14285.9752;15516.3555;10.612;3024.5441;12566.3486;9325.774;3;3;21688.4954;-1124.7576
659;3;3;1434.252;4302.756;23239.9151;7957.3289;3.7646;3116.4481;13314.7108;8485.5077;4;3;21679.9606;-1139.8592
660;2;4;771.3634;3085.4538;16754.9112;13159.635;9.0411;3041.6319;13747.6165;8127.4183;4;2;21679.9606;-1139.8592
661;3;2;1583.7007;4751.1022;21933.6169;9065.2809;3.759;2966.6319;13042.6852;7949.0163;2;2;21681.3039;-1139.0554
662;3;1;1548.4223;4645.2668;19780.603;8699.1302;3.5164;2931.3534;12477.8872;7674.0927;2;1;21678.1085;-1136.8169
663;2;2;696.3634;2785.4538;15563.623;11775.9232;8.159;2906.3534;12595.2648;7581.7152;2;1;21678.1085;-1136.8169
664;2;2;866.648;3466.5919;14085.0547;13073.3534;7.957;3141.2088;12940.5324;8043.2587;2;1;21678.1085;-1136.8169
665;3;1;1590.8057;4772.417;22149.863;8827.72;3.9961;3066.2088;12156.284;7944.1738;0;1;21680.2892;-1135.187
666;3;4;1515.8057;4547.417;20248.5075;8079.0755;3.5765;2991.2088;11822.4988;7394.6256;0;4;21682.457;-1133.5667
667;3;3;1440.8057;4322.417;18307.4305;7370.1525;3.1789;2916.2088;11475.4732;6858.318;0;3;21683.777;-1132.791
668;2;0;845.9036;3383.6143;16211.7341;11029.6517;6.6731;2849.5837;11816.561;7458.8553;0;3;21683.777;-1132.791
669;3;3;1578.4736;4735.4208;16962.6448;8551.9344;3.2329;2885.936;11201.9071;8037.1569;3;3;21680.4384;-1136.6707
670;2;3;849.7783;3399.113;14387.4943;12838.3927;8.1135;2873.5798;11253.9797;7997.4405;3;4;21680.4384;-1136.6707
671;2;4;849.7783;3399.113;13201.1666;14024.7204;8.4764;2901.4215;11840.8034;8257.7751;4;4;21680.4384;-1136.6707
672;2;3;855.598;3422.3921;11523.6914;15678.9165;9.6005;2997.2248;12177.7692;8783.3394;3;4;21680.4384;-1136.6707
