StateID;StationID;CurrentRule;LocalAveProcTime;LocalAveRemainingProcTime;LocalAveLeadTime;LocalAveSlackTime;LocalAveCriticalRatio;GlobalAveRemainingProcTime;GlobalAveLeadTime;GlobalAveSlackTime;Op2Rule;Op3Rule;GlobalObjExitLeadtime;GlobalObjExitTardiness
1;3;3;1667.8378;8339.189;655.6208;42755.1902;18.4033;6617.2075;485.645;31397.1475;3;3;291.387;-20708.613
2;2;3;1964.0983;9820.4915;3543.8452;44135.6633;18.8727;6558.1434;2362.5635;29579.2931;3;3;291.387;-20708.613
3;3;3;1638.4939;8015.2772;4373.272;39361.4508;17.1814;6285.1844;3180.3967;28951.0856;2;3;1117.5317;-21882.4683
4;2;2;1921.1851;9444.7295;7626.0312;40429.2392;17.5841;6217.148;5024.9567;27174.562;2;4;1117.5317;-21882.4683
5;3;4;1645.011;7843.7534;7929.9316;35976.3151;15.9204;5987.8276;5687.8588;26657.6469;5;4;1919.8258;-21746.8408
6;2;5;1794.1098;8734.3529;11490.3457;37025.3015;16.8143;5920.4692;7592.194;24820.6701;5;1;1919.8258;-21746.8408
7;3;1;1657.5597;7704.4216;11341.4108;32704.1676;14.6941;5704.5915;8020.4215;24524.987;5;1;2700.0261;-21299.9739
8;2;5;1669.7616;8037.6121;15096.0073;33866.3806;16.0288;5638.1421;10055.7105;22556.1474;5;3;2700.0261;-21299.9739
9;3;3;1674.3518;7589.034;14627.4197;29533.5463;13.5;5433.882;10193.5938;22539.1909;3;3;3460.236;-20739.764
10;2;3;1552.4318;7375.9627;18359.228;31014.8094;15.2593;5369.7721;12359.2005;20437.6941;3;1;3460.236;-20739.764
11;3;1;1662.5724;7541.9163;18301.3871;25906.6966;12.1293;5139.122;12590.0328;20270.8452;1;1;4239.1883;-20094.145
12;2;1;1449.9677;6788.6423;21125.7845;28585.5732;14.5674;5079.9673;14400.37;18519.6627;1;3;4239.1883;-20094.145
13;3;3;1637.9611;7443.4713;21938.7431;22367.7856;10.7917;5151.3878;14900.1976;17948.4146;3;3;5026.526;-19402.0454
14;2;3;1339.1037;6194.4251;23165.9566;26639.6183;14.7842;5101.134;16026.3483;16872.5176;3;2;5026.526;-19402.0454
15;3;2;1589.3743;7249.1241;25527.01;18973.8659;9.5138;5035.8284;17103.1694;15861.0023;4;2;5816.3775;-18683.6225
16;2;4;1390.3996;6399.6088;25237.3604;24363.0308;13.4078;4982.0963;17720.6265;15297.2772;4;5;5816.3775;-18683.6225
17;3;5;1558.2406;6963.393;28988.9478;15797.6592;8.3334;4796.392;19158.2995;13961.9752;1;5;6601.6663;-17953.8892
18;2;1;1340.7011;6200.8147;29274.7096;20524.4757;11.6399;4725.5613;20044.5858;13146.5196;1;0;6601.6663;-17953.8892
19;2;2;1340.7011;6125.8147;29246.905;20627.2803;11.6871;4987.9505;21069.5858;12900.7971;2;0;6601.6663;-17953.8892
20;3;0;1668.2686;7191.0128;32818.7435;14615.2437;7.7986;4751.3317;20965.4978;12199.8372;5;0;7371.8686;-17228.1314
21;2;5;1265.7011;5750.8147;28919.9364;18454.2489;10.6486;4726.3317;21485.5962;11704.7387;5;2;7371.8686;-17228.1314
22;2;0;1378.1347;6125.5488;28667.9678;18581.4834;10.1435;4926.3799;22498.1184;11533.8351;0;2;7371.8686;-17228.1314
23;3;2;1641.0763;7082.2438;38150.5498;12017.2064;7.0364;4690.1235;22706.5939;10519.9493;2;2;8130.9013;-16505.4624
24;2;2;1303.1347;5750.5488;28115.9993;16633.452;9.1925;4665.1235;22864.1289;10387.4143;2;2;8130.9013;-16505.4624
25;3;2;1565.315;6779.1984;41165.7769;9055.0248;5.9249;4580.7639;24051.8149;10075.7546;4;2;8863.936;-15802.7307
26;2;4;1437.5208;6213.0932;28831.6263;18330.2804;10.4568;4555.7639;24051.8149;10100.7546;4;2;8863.936;-15802.7307
27;3;2;1565.315;6704.1984;42665.7769;7630.0248;5.36;4750.0119;24360.5521;9681.1027;3;2;9530.35;-15008.1115
28;2;3;1437.5208;6138.0932;28182.8381;19054.0686;10.699;4725.0119;24360.5521;9706.1027;3;2;9530.35;-15008.1115
29;3;2;1565.315;6629.1984;44165.7769;6205.0248;4.7825;4600.0119;24630.2472;8603.0743;3;2;10144.4192;-14284.1522
30;2;3;1362.5208;5763.0932;27341.9233;17394.9834;9.8108;4575.0119;24630.2472;8628.0743;3;4;10144.4192;-14284.1522
31;3;4;1565.315;6554.1984;45665.7769;4780.0248;4.1926;4450.0119;24849.9423;7575.0459;3;4;10716.6125;-13616.7209
32;2;3;1287.5208;5388.0932;26351.0085;15885.8982;8.9727;4425.0119;24849.9423;7600.0459;3;2;10716.6125;-13616.7209
33;3;2;1565.315;6479.1984;47165.7769;3355.0248;3.5902;4520.4424;25039.8299;7398.061;2;2;11254.7816;-12995.2184
34;2;2;1450.1686;5994.7834;25477.2203;16652.9962;8.6509;4505.8087;25039.8299;7412.6947;2;3;11254.7816;-12995.2184
35;3;3;1571.5261;6466.3532;47919.5736;2614.0732;3.2734;4442.9923;24711.9296;6928.4114;5;3;11747.3731;-12311.4504
36;2;5;1409.1752;5789.8167;23717.199;15992.9843;8.2184;4429.3279;24753.774;6900.2315;5;1;11747.3731;-12311.4504
37;3;1;1574.8412;6441.9355;48673.1381;1884.9265;2.9597;4366.5308;24358.7595;6483.043;3;1;12201.9781;-11686.9108
38;2;3;1368.457;5586.2258;21871.0635;15417.7107;7.8372;4352.9581;24436.9954;6418.3798;3;1;12201.9781;-11686.9108
39;3;1;1571.6584;6429.2041;49551.1582;1019.6377;2.5796;4302.2711;24057.2369;6848.8253;3;1;12627.2145;-11109.6276
40;2;3;1503.1198;6085.9715;20099.3063;17189.7222;8.0448;4289.3027;24073.8593;6845.1713;3;3;12627.2145;-11109.6276
41;3;3;1576.2511;6413.2621;50237.4116;349.3264;2.2808;4343.9742;23624.3174;7323.3752;4;3;13023.6524;-10576.3476
42;2;4;1504.7745;6054.8227;18136.9142;19183.263;9.8157;4331.385;23683.5498;7276.7318;4;2;13023.6524;-10576.3476
43;3;2;1573.0253;6400.3588;51057.2784;-457.6373;1.9167;4276.7272;23259.7386;6880.2008;0;2;13397.9508;-10078.2396
44;2;0;1469.0497;5876.1987;16069.285;18804.5163;9.5706;4264.8189;23259.7386;6892.1091;0;1;13397.9508;-10078.2396
45;3;1;1568.0319;6380.3854;51871.6418;-1252.0273;1.5487;4259.5227;22867.2476;7289.8963;2;1;13753.0287;-9610.6076
46;2;2;1469.0497;5876.1987;14728.15;20145.6514;10.1323;4234.5227;23278.6295;6903.5144;2;1;13753.0287;-9610.6076
47;3;1;1607.3071;6462.4862;52408.9459;-1621.432;1.4816;4186.8897;22400.3011;6954.4759;3;1;14089.6563;-9171.2133
48;3;4;1569.5395;6311.416;50439.5962;-2126.0122;1.2334;4426.6067;21945.0143;7336.7124;3;4;14410.8207;-8755.8459
49;2;3;1438.4465;5753.786;13516.1242;21230.0898;11.2563;4401.6067;22362.5582;6944.1685;3;3;14410.8207;-8755.8459
50;3;3;1605.6342;6380.7947;50797.4957;-2303.2905;1.31;4349.7329;21477.7078;7005.8926;0;3;14718.7417;-8361.2583
51;3;5;1573.6882;6221.0646;48608.9185;-2579.9831;1.198;4296.4895;20907.9122;6753.9316;0;5;15012.8061;-7987.1939
52;2;0;1363.4465;5453.786;12314.0113;19857.2027;10.5406;4271.4895;21347.2316;6339.6122;0;0;15012.8061;-7987.1939
53;3;0;1573.6882;6071.0646;49375.5416;-3196.6062;1.0057;4146.4895;20776.0616;6077.4489;1;0;15307.3101;-7692.6899
54;3;5;1498.6882;5696.0646;47779.9898;-4101.0544;0.4951;4218.981;20619.179;6245.1734;1;5;15602.2066;-7397.7934
55;2;1;1383.5766;5534.3062;13107.6143;18983.0795;9.8128;4164.7165;21181.6502;5736.9666;1;5;15602.2066;-7397.7934
56;3;5;1586.4817;5884.4452;47689.9788;-3949.424;0.4228;4064.7165;20412.3284;5647.9551;0;5;15897.4551;-7102.5449
57;2;0;1463.6561;5854.6246;11994.6916;20025.6838;9.7349;4113.0233;20973.0745;5997.2356;0;3;15897.4551;-7102.5449
58;3;3;1586.4817;5809.4452;48182.2537;-4366.699;0.3299;4013.0233;20178.7527;5933.2241;5;3;16193.0204;-6806.9796
59;3;3;1511.4817;5509.4452;46286.702;-5046.1472;-0.0544;4061.7318;19931.2746;7006.9937;5;3;16488.8718;-6511.1282
60;3;5;1436.4817;5209.4452;44241.1502;-5575.5955;-0.3762;4206.3214;19660.5217;7216.4902;5;5;16784.9825;-6215.0175
61;2;5;1462.754;5851.016;13366.0165;23907.9675;12.8154;4143.8436;19822.2838;7117.206;5;0;16784.9825;-6215.0175
62;2;5;1422.8566;5691.4264;11638.918;23169.6556;12.3036;4130.5444;20247.856;6704.9329;5;0;16784.9825;-6215.0175
63;3;0;1588.8127;5591.438;46034.6785;-4876.1164;-0.0143;4030.5444;19353.6711;6740.7845;5;0;17081.3289;-5918.6711
64;3;2;1513.8127;5291.438;43839.1267;-5255.5647;-0.3061;3939.3862;19004.0003;7098.2802;5;2;17377.8903;-5622.1097
65;3;3;1438.8127;4991.438;41493.575;-5485.013;-0.5354;3994.4928;18650.7407;8271.4332;5;3;17674.6481;-5325.3519
66;2;5;1447.7113;5790.8452;13695.7763;26263.3785;15.8478;3925.6432;19041.2622;7949.7612;5;4;17674.6481;-5325.3519
67;3;4;1570.3615;5311.0844;40394.7868;-4455.8712;-0.3536;3861.6876;18277.8533;8693.7925;3;4;17971.586;-5028.414
68;3;5;1495.3615;5086.0844;38001.4273;-4712.5117;-0.4679;3899.4787;17951.8211;8982.0336;3;5;18230.3776;-4769.6224
69;2;3;1496.015;5984.06;15211.5619;32429.3781;20.9295;3920.2226;18604.038;10059.0728;3;4;18230.3776;-4769.6224
70;3;4;1592.8771;5228.6312;37112.0252;-3715.6564;-0.2703;3795.2226;17552.0816;10277.6958;4;4;18528.6417;-4471.3583
71;2;4;1489.62;5958.48;14555.487;35486.0331;24.5273;3929.037;18228.2098;11301.0865;4;0;18528.6417;-4471.3583
72;3;0;1592.8771;5078.6312;36559.2206;-3012.8517;-0.002;3804.037;17156.5444;11539.4186;5;0;18826.9949;-4173.0051
73;3;2;1517.8771;4703.6312;33688.6689;-2642.3;-0.0767;3779.037;16737.1822;11983.7807;5;2;19125.4304;-3874.5696
74;3;1;1442.8771;4478.6312;31049.4187;-2653.0498;-0.0809;3704.037;16407.4322;11430.1974;5;1;19349.5418;-3650.4582
75;2;5;1391.0519;5564.2077;16649.0987;33536.6935;23.3093;3646.181;16492.0777;11403.408;5;2;19349.5418;-3650.4582
76;3;2;1541.4451;4624.3353;29519.0817;-1018.417;0.3175;3621.181;15923.0166;11997.4691;4;2;19649.8959;-3350.1041
77;3;4;1501.5477;4504.6432;26897.5588;-902.202;0.5996;3581.2836;15341.7565;11743.6265;4;4;19762.2973;-3191.1911
78;3;0;1426.5477;4279.6432;24120.4866;-775.1297;0.7156;3506.2836;14966.0658;11235.9839;4;0;19954.44;-3000.1054
79;2;4;1283.1283;5132.5133;19187.2085;31180.2782;21.8809;3445.3091;14973.5187;11289.5055;4;1;19954.44;-3000.1054
80;2;2;1283.1283;5132.5133;18832.7499;31534.7368;21.7293;3702.8377;15773.5187;11273.6436;2;1;19954.44;-3000.1054
81;3;1;1523.2752;4569.8256;25081.3847;848.7897;1.2996;3541.6416;15261.3691;10905.3227;0;1;20270.4116;-2729.5884
82;2;0;1312.5659;5250.2636;20693.8189;29555.9174;19.9751;3500.3116;15995.8051;11087.2166;0;0;20270.4116;-2729.5884
83;3;0;1603.3548;4810.0643;23743.4621;2196.4736;1.8815;3535.9378;14867.18;12180.2155;5;0;20449.5627;-2550.4373
84;2;5;1318.8168;5275.267;19172.4595;31052.2735;21.124;3523.6476;15202.9157;11856.77;5;3;20449.5627;-2550.4373
85;2;1;1232.063;4928.2519;21278.5441;29043.2041;19.9236;3701.2349;16969.4976;10954.2675;1;3;20449.5627;-2550.4373
86;3;3;1589.487;4768.4611;26330.8627;2275.6762;1.8808;3488.7428;16045.8517;11048.7389;3;3;20594.3156;-2448.2376
87;2;3;1310.9661;5243.8642;20930.6214;29325.5144;19.2432;3537.4418;16655.2863;11348.9386;3;1;20594.3156;-2448.2376
88;3;1;1589.487;4768.4611;26115.34;2491.1989;2.1471;3462.4418;15831.7355;11289.156;1;1;20682.9894;-2358.6772
89;2;1;1346.5438;5386.1753;19677.818;30686.0067;19.5299;3491.6688;16049.8146;11916.8499;1;4;20682.9894;-2358.6772
90;2;3;1342.5676;5370.2705;18563.9289;31815.8005;20.593;3720.3434;16542.5531;12237.1036;3;4;20682.9894;-2358.6772
91;3;4;1510.5125;4531.5376;28895.7787;2072.6837;2.3687;3557.5498;16511.9384;11388.8451;0;4;20821.2011;-2260.4316
92;3;4;1473.642;4420.9261;26541.3412;1912.7328;2.3455;3520.6793;15985.2196;11077.4344;0;4;20852.2784;-2187.7216
93;2;0;1312.2187;5248.8749;21679.869;28821.2561;18.5974;3760.9024;16526.7397;11337.3578;0;0;20852.2784;-2187.7216
94;2;5;1237.2187;4948.8749;21247.3858;26678.7393;17.3118;3735.9024;17351.7397;10537.3578;5;0;20852.2784;-2187.7216
95;3;0;1545.7257;4637.177;28164.4157;2948.4073;2.4897;3548.4689;16930.2527;10104.6117;0;0;20968.001;-2110.4303
96;2;0;1162.2187;4648.8749;20776.4339;24574.6911;16.0423;3523.4689;17057.9924;10001.872;0;1;20968.001;-2110.4303
97;3;1;1545.7257;4637.177;28000.9452;3111.8778;2.6811;3486.7351;16739.5669;11148.6981;4;1;21029.762;-2047.161
98;2;4;1293.2914;5173.1656;23355.3442;26721.4901;18.5791;3549.0173;17760.0311;11024.285;4;1;21029.762;-2047.161
99;3;1;1527.1132;4581.3395;27519.2844;3649.3761;2.4451;3413.1177;17573.4774;11180.0716;0;1;21146.838;-1966.3696
100;3;5;1487.6909;4463.0728;25213.0834;3448.8437;2.3971;3373.6954;17093.8401;10824.1311;0;5;21166.9732;-1907.1008
101;3;1;1443.2941;4329.8823;22992.2064;3177.9113;2.2854;3329.2986;16679.1245;10408.2435;0;1;21176.1908;-1860.1729
102;2;0;1156.4204;4625.6818;27307.7877;23066.5305;16.5866;3258.675;17174.2178;9983.7739;0;3;21176.1908;-1860.1729
103;2;0;1156.8587;4627.4346;25939.4247;24433.1407;17.883;3563.4327;17576.0629;10318.8377;0;3;21176.1908;-1860.1729
104;2;3;1081.8587;4327.4346;25372.5709;22424.9945;16.5718;3538.4327;18401.0629;9518.8377;3;3;21176.1908;-1860.1729
105;3;3;1560.1476;4680.4429;26940.5878;4378.9693;2.7342;3331.8839;17798.913;9285.8698;1;3;21285.2345;-1786.194
106;2;1;1006.8587;4027.4346;24767.3438;20455.2216;15.2767;3306.8839;18080.487;9029.2958;1;5;21285.2345;-1786.194
107;2;5;1166.7577;4667.0307;23420.1765;21662.7928;14.9658;3287.8934;18491.0265;9512.7467;5;5;21285.2345;-1786.194
108;3;5;1597.8035;4793.4104;29113.7322;4717.8574;3.3075;3271.2258;17590.1526;10346.9549;4;5;21342.0958;-1728.0796
109;2;4;1170.4116;4681.6464;21811.1957;23257.1579;16.4755;3260.5612;17821.6728;10126.0994;4;1;21342.0958;-1728.0796
110;2;5;1177.7379;4710.9515;21317.9443;26096.1042;19.1274;3636.5098;18670.5067;10817.9835;5;1;21342.0958;-1728.0796
111;2;0;1141.1113;4564.4451;19765.7197;25169.8352;18.3485;3624.301;19097.817;10402.882;0;1;21342.0958;-1728.0796
112;3;1;1567.8559;4703.5677;34677.4099;4244.0224;3.4426;3450.7329;18424.1325;10208.4679;3;1;21450.3148;-1653.1335
113;2;3;1066.1113;4264.4451;19082.0139;23278.541;17.1252;3425.7329;18810.6653;9846.9352;3;3;21450.3148;-1653.1335
114;3;3;1606.3245;4818.9736;34518.0213;4538.0051;3.7182;3389.2015;17923.6579;9895.474;4;3;21458.7489;-1609.0478
115;2;4;1031.9186;4127.6744;17417.5933;22454.7323;16.395;3377.804;18273.0964;9557.433;4;4;21458.7489;-1609.0478
116;2;3;997.3233;3989.2931;15725.0196;21660.6872;15.6962;3366.2722;18653.6449;9188.4162;3;4;21458.7489;-1609.0478
117;2;5;1139.1605;4556.6418;15063.7529;22004.6053;15.0616;3393.9931;19496.7215;9275.9521;5;4;21458.7489;-1609.0478
118;2;4;1180.1508;4720.6031;13341.624;23812.7729;15.6325;3412.8157;19886.5774;9742.2735;4;4;21458.7489;-1609.0478
119;3;4;1601.1986;4803.5958;43108.9298;3587.4744;3.6328;3229.8921;18861.5389;9908.569;2;4;21546.3587;-1553.6413
120;3;1;1526.1986;4578.5958;41382.5157;2663.8885;2.8219;3498.179;18715.3279;10744.8265;2;1;21596.6038;-1501.7568
121;3;3;1488.5428;4465.6283;39256.88;2277.4917;2.5354;3460.5232;18232.7175;10390.0926;2;3;21605.147;-1459.3692
122;3;0;1456.5489;4369.6466;37008.6596;1996.6938;2.3709;3428.5293;17675.2742;10104.5299;2;0;21612.6999;-1419.0461
123;2;2;1096.6874;4386.7495;14467.683;25145.5675;18.3608;3377.1399;17696.9119;10134.2816;2;1;21612.6999;-1419.0461
124;3;1;1535.7171;4607.1514;36585.3446;2432.504;2.2234;3302.1399;17463.7634;9484.0968;1;1;21663.693;-1367.557
125;3;2;1499.0905;4497.2716;34369.9881;2132.7403;2.0508;3329.6787;16940.8148;10062.8399;1;2;21670.6831;-1329.3169
126;2;1;1156.6363;4626.545;17062.2433;25186.2116;17.6413;3305.5384;17890.616;10012.179;1;2;21670.6831;-1329.3169
127;3;2;1541.5658;4624.6974;34012.7654;2362.5372;1.3821;3239.557;17471.383;11205.7267;2;2;21774.806;-1255.497
128;2;2;1190.0779;4760.3118;16452.6349;30662.0533;23.1839;3263.1182;17561.0652;11967.4833;2;4;21774.806;-1255.497
129;3;4;1582.3731;4747.1193;33780.5017;2722.3789;1.7915;3228.9255;16921.3292;11766.4119;4;4;21789.2001;-1210.7999
130;2;4;1182.8257;4731.3027;15124.6275;32019.0698;24.5651;3269.5825;17114.6208;12407.4634;4;0;21789.2001;-1210.7999
131;3;0;1590.8992;4772.6975;33633.6302;2843.6723;2.2043;3234.9872;16375.28;12306.3994;1;0;21803.2182;-1167.3701
132;3;5;1556.8895;4670.6685;31267.5473;2686.7842;2.2339;3533.1371;15820.7278;12729.4685;1;5;21816.762;-1125.2669
133;3;3;1481.8895;4445.6685;29069.9145;2234.417;1.9693;3458.1371;15613.1835;12053.6794;1;3;21867.6806;-1075.1765
134;3;4;1406.8895;4220.6685;26833.9084;1820.4232;1.7261;3383.1371;15392.8481;11390.6814;1;4;21913.0379;-1030.624
135;2;1;1006.1808;4024.7231;18480.1772;28870.0997;23.3099;3310.8581;15552.5985;11303.2101;1;3;21913.0379;-1030.624
136;2;3;1138.515;4554.06;17956.2679;29114.6721;22.4447;3482.1964;16370.8901;11355.2468;3;3;21913.0379;-1030.624
137;2;2;1098.0944;4392.3774;16547.7209;28059.9016;21.559;3468.7228;16815.5172;10924.0933;2;3;21913.0379;-1030.624
138;3;3;1577.3935;4732.1805;30601.7367;3041.0828;2.2522;3306.969;15946.8426;10912.855;5;3;22013.2224;-958.9998
139;3;3;1502.3935;4507.1805;28381.7744;2611.0451;1.9694;3303.8791;15695.9826;11166.805;5;3;22061.8043;-910.7985
140;3;1;1427.3935;4282.1805;26086.8121;2256.0074;1.7282;3488.2586;15445.1227;11316.6187;5;1;22109.0731;-863.8999
141;2;5;1149.8604;4599.4418;19301.9767;27973.5815;20.5973;3427.4241;15457.3592;11365.2167;5;4;22109.0731;-863.8999
142;3;4;1534.8972;4604.6917;24763.0033;3507.305;1.9885;3352.4241;15195.1887;10744.0539;5;4;22150.2644;-823.069
143;3;0;1491.7759;4475.3276;22411.8558;3362.8166;1.9794;3309.3027;14698.9486;10408.4153;5;0;22156.2327;-791.1357
144;2;5;1188.154;4752.6158;22879.9589;27117.4253;19.2254;3611.5364;15631.0396;11174.0906;5;0;22156.2327;-791.1357
145;2;3;1113.154;4452.6158;22218.1465;25204.2377;17.9193;3586.5364;16431.0396;10399.0906;3;0;22156.2327;-791.1357
146;3;0;1589.5929;4768.7788;24030.1051;4326.1161;2.1611;3402.0192;15570.5435;10402.4373;1;0;22200.3873;-773.6387
147;2;1;1074.2993;4297.1973;20682.6126;24270.1901;17.1303;3389.0677;15774.0842;10211.8481;1;4;22200.3873;-773.6387
148;2;0;1040.0492;4160.1966;19029.9482;23434.8552;16.3867;3377.651;16128.0026;9869.3464;0;4;22200.3873;-773.6387
149;3;4;1587.6977;4763.0932;26434.9619;4301.9449;2.6571;3302.651;15332.3977;9781.618;0;4;22227.5041;-746.8549
150;2;0;1003.0796;4012.3183;17461.5442;22526.1375;15.6064;3290.3278;15491.57;9634.7688;0;2;22227.5041;-746.8549
151;3;2;1584.2467;4752.74;26365.4449;4381.8151;3.025;3491.4095;14817.2462;10274.6776;2;2;22227.2527;-722.1144
152;3;4;1509.2467;4527.74;24339.49;3757.77;2.596;3416.4095;14591.9279;9616.6626;2;4;22242.0075;-707.9925
153;2;2;1040.7424;4162.9695;19529.9637;20307.0667;13.9282;3363.3196;15169.6699;9092.0105;2;1;22242.0075;-707.9925
154;3;1;1514.6134;4543.8402;23722.2774;4358.8824;2.3485;3263.7635;15030.7422;10038.8276;3;1;22286.7986;-688.51
155;3;4;1475.7588;4427.2763;21512.4256;4060.2981;2.1467;3273.1095;14548.3008;10511.9231;3;4;22272.3014;-678.9182
156;3;1;1441.5086;4324.5258;19222.279;3828.1952;2.0032;3287.7935;14020.5206;11025.0192;3;1;22257.7096;-670.0012
157;2;3;1178.6041;4714.4164;22916.284;26869.2996;20.3041;3334.9133;14322.3607;11634.3926;3;5;22257.7096;-670.0012
158;2;2;1136.4751;4545.9004;21596.1152;25732.9844;19.3811;3320.8703;14757.6937;11213.1026;2;5;22257.7096;-670.0012
159;2;2;1175.8273;4703.309;20131.9424;27289.7485;19.7332;3408.9877;15131.9089;11709.1034;2;5;22257.7096;-670.0012
160;2;4;1135.63;4542.5199;18699.2259;26258.2542;18.8948;3395.5886;15560.6799;11293.7315;4;5;22257.7096;-670.0012
161;3;5;1602.2471;4806.7412;24817.8824;5625.3764;3.256;3241.4204;14566.1418;11400.7711;0;5;22296.7093;-655.6717
162;3;0;1565.2775;4695.8325;22546.9814;5382.1862;3.1211;3250.4313;14052.0597;11905.8423;0;0;22289.8808;-639.531
163;2;0;1178.2183;4712.8732;18225.3156;29186.8113;20.6781;3336.2352;14382.9002;12447.5312;0;4;22289.8808;-639.531
164;2;1;1119.9091;4479.6365;20608.0989;29412.2646;21.406;3429.1174;16264.3562;12306.5265;1;4;22289.8808;-639.531
165;3;4;1599.0343;4797.1028;24951.4115;5751.4857;2.8965;3317.2464;15281.7401;13317.6802;4;4;22336.4062;-617.0822
166;3;0;1524.0343;4572.1028;22775.0046;5277.8926;2.5692;3242.2464;15106.2711;12609.8158;4;0;22362.5539;-591.4691
167;3;1;1488.3864;4465.1593;20526.8977;5007.943;2.3981;3206.5986;14618.3196;12258.4152;4;1;22348.4551;-583.3631
168;3;2;1446.2574;4338.7723;18301.4734;4734.7543;2.2455;3164.4696;14185.4575;11858.4063;4;2;22335.2558;-574.8566
169;2;4;1010.6212;4042.4847;23654.1565;26553.3588;19.6129;3103.0403;14410.6755;11694.6176;4;1;22335.2558;-574.8566
170;3;1;1590.3481;4771.0442;16934.3385;6169.6173;2.6392;3103.7914;13725.3692;12379.1727;3;1;22322.178;-566.7108
171;2;3;1048.0118;4192.0473;22327.862;27980.0908;19.9274;3091.255;13923.8454;12193.233;3;2;22322.178;-566.7108
172;2;2;1054.4854;4217.9415;20695.4258;29586.6327;21.2547;3192.0334;14276.2107;12698.4225;2;2;22322.178;-566.7108
173;2;1;1054.4854;4217.9415;20114.7192;30167.3393;21.126;3476.7652;15086.5893;12644.9788;1;2;22322.178;-566.7108
174;2;4;1014.4586;4057.8343;18763.3861;29053.7796;20.2252;3463.4229;15526.8842;12218.0263;4;2;22322.178;-566.7108
175;3;2;1578.5249;4735.5747;25021.362;5743.0633;3.2896;3265.8681;14820.1381;12080.6605;2;2;22350.9602;-561.1277
176;2;2;979.7056;3918.8222;17277.0982;28054.0796;19.3608;3254.2837;14868.4351;12043.9478;2;5;22350.9602;-561.1277
177;2;5;939.5133;3758.0531;15918.0556;26948.8914;18.473;3240.8863;15297.1528;11628.6276;5;5;22350.9602;-561.1277
178;2;4;905.8514;3623.4056;14304.6107;26071.9837;17.701;3229.6657;15656.2126;11280.7883;4;5;22350.9602;-561.1277
179;2;3;1070.8214;4283.2855;12906.2513;27310.4632;17.4181;3275.763;16043.7495;11805.4875;3;5;22350.9602;-561.1277
180;3;5;1506.164;4518.4919;33832.5977;4523.9103;3.414;3149.837;16181.9824;12501.5139;0;5;22370.5347;-564.2479
181;3;2;1473.0685;4419.2055;31568.7946;4262;3.2358;3116.7416;15636.9862;12204.6056;0;2;22367.431;-546.5475
182;3;4;1435.4591;4306.3774;29330.5762;3988.0465;3.0421;3131.1899;15141.1915;12685.9519;0;4;22364.7774;-528.8396
183;2;0;1061.1305;4244.5221;16227.4827;31652.9952;22.3788;3176.1389;15452.3843;13288.1435;0;2;22364.7774;-528.8396
184;3;2;1561.2982;4683.8945;27821.661;5369.4445;3.0227;3101.1389;15007.5574;12849.6371;0;2;22377.5983;-517.1386
185;2;0;1061.1305;4244.5221;15730.896;32149.5819;22.2898;3176.1389;15318.7501;13421.7776;0;5;22377.5983;-517.1386
186;2;3;1061.1305;4244.5221;15404.937;32475.5409;22.1298;3188.1842;16176.9137;13426.5687;3;5;22377.5983;-517.1386
187;2;4;1023.3577;4093.431;15610.7049;32170.8641;22.7117;3459.8414;17072.6682;13300.8237;4;5;22377.5983;-517.1386
188;3;5;1603.7944;4811.3833;32639.6823;5923.9344;3.3399;3277.3377;16137.2544;13377.0746;3;5;22393.2186;-523.4481
189;3;4;1563.7676;4691.3029;30472.9174;5585.7797;3.1176;3237.3109;15681.8447;12997.511;3;4;22390.5806;-506.3266
190;2;3;948.3577;3793.431;15716.9823;29489.5868;21.142;3212.3109;16022.0439;12682.3118;3;5;22390.5806;-506.3266
191;3;5;1604.0146;4812.0439;29521.0248;6666.9314;3.8584;3177.5579;15155.0813;12709.0275;1;5;22387.566;-489.9851
192;3;4;1570.3528;4711.0583;27231.4889;6432.4529;3.7718;3143.896;14605.0945;12417.6762;1;4;22384.524;-474.0618
193;3;1;1534.4837;4603.451;24934.7779;6211.7711;3.7052;3106.2227;14075.3918;12985.0522;1;1;22381.7195;-458.2805
194;2;1;1058.7975;4235.19;16003.1113;29011.6987;20.0766;3081.2227;14083.2168;13002.2272;1;2;22381.7195;-458.2805
195;3;2;1569.2914;4707.8742;23965.3459;7326.7799;4.5114;3095.1348;13591.7576;13479.7743;0;2;22379.313;-442.4692
196;3;5;1494.2914;4482.8742;21803.7028;6838.4231;4.2637;3327.7558;13393.081;13529.1633;0;5;22400.0368;-423.4926
197;2;0;949.0268;3796.1074;19331.8452;28247.0474;21.4857;3265.9425;14150.2124;12833.845;0;5;22400.0368;-423.4926
198;2;5;1066.5322;4266.1288;19544.184;27814.6872;20.3711;3301.7741;14956.5754;12949.9838;5;5;22400.0368;-423.4926
199;3;5;1547.3969;4642.1908;23094.5699;8263.2393;4.7383;3132.6315;14630.116;13278.9192;4;5;22416.3063;-428.3539
200;2;4;986.9418;3947.7673;23145.8746;26906.3581;20.616;3114.8068;16105.6833;12696.1765;4;5;22416.3063;-428.3539
201;3;5;1580.6324;4741.8973;22476.6151;8781.4875;4.5283;2994.603;15446.5856;13308.8114;1;5;22428.5657;-436.8189
